Time, Audience01, Audience02, Audience03, Audience04, Audience05, Audience06, Audience07, Audience08, Audience09, Audience10, Audience11, Audience12, Audience13, Audience14, Audience15, Audience16 
10.7, 0.00094, -0.00096, 0.00086, 0, 0.00275, 0.00382, -0.0068, 0.00622, 0.00165, -0.01241, 0.00255, -0.00079, -0.00114, 0.00123, -0.00029, 0
10.8, 0.00221, -0.00153, 0.00068, 0, 0.00311, 0.00304, -0.01055, 0.00789, -0.00056, -0.01949, 0.00284, -0.00082, -0.00189, 0.00073, -0.00023, 0
10.9, 0.00154, -0.00226, 0.00042, 0, 0.003, 0.00146, -0.01171, 0.0087, -0.00209, -0.02192, 0.0027, -0.00085, -0.00184, 0.00066, -0.00029, 0
11.0, 0.00147, -0.00216, 0.00027, 0, 0.00216, 0.00085, -0.01174, 0.00864, -0.00319, -0.02135, 0.00227, -0.00088, -0.00171, 0.00072, -0.00025, 0
11.1, 0.00172, -0.00259, -5e-05, 0, 0.00047, 0.00158, -0.01216, 0.0061, -0.00397, -0.01324, 0.00275, -0.00081, -0.00186, 0.00063, -0.00024, 0
11.2, 0.00149, -0.00287, -0.0006, 0, -0.00014, 0.00171, -0.01484, 0.00346, -0.00438, -0.00515, 0.00303, -0.00079, -0.00217, 0.00075, -0.00022, 0
11.3, 0.00132, -0.00297, -0.001, 0, -0.00802, 0.0002, -0.0176, 0.00269, -0.00449, -0.00381, 0.00317, -0.00088, -0.00192, 0.00066, -0.00025, 0
11.4, 0.0009, -0.00279, -0.00165, 0, -0.01338, -0.00187, -0.01801, 0.00277, -0.00345, -0.00441, 0.00463, -0.00093, -0.00161, 0.00057, -0.00023, 0
11.5, 0.00225, -0.00244, -0.00201, 0, -0.01532, -0.00383, -0.01924, 0.00265, -0.00219, -0.00439, 0.00659, -0.00093, -0.00103, 0.0007, -0.00024, 0
11.6, 0.00173, -0.00253, -0.00215, 0, -0.01717, -0.00475, -0.02017, 0.00177, -0.00101, -0.00452, 0.00842, -0.00091, -0.00118, 0.0006, -0.00027, 0
11.7, 0.001, -0.00354, -0.00247, 0, -0.01808, -0.00386, -0.02014, 0.003, -0.00038, -0.00411, 0.01057, -0.00092, -0.00245, -0.00018, -0.00021, 0
11.8, 0.00115, -0.00333, -0.00309, 0, -0.01953, -0.00335, -0.0192, 0.00676, 0.00265, -0.00554, 0.01198, -0.00085, -0.00208, -0.00031, -0.00033, 0
11.9, 0.00097, -0.0029, -0.00419, 0, -0.02059, -0.00411, -0.01945, 0.00688, 0.0052, -0.00501, 0.01294, -0.00096, -0.00177, -0.00044, -0.00024, 0
12.0, 0.00079, -0.00276, -0.00563, 0, -0.01886, -0.00576, -0.0196, 0.00672, 0.0059, -0.00182, 0.0129, -0.00096, -0.00135, -0.0012, -0.00021, 0
