TimeStamp, Frame, Person_02_Happy, Person_02_MouthOpen, Person_03_Happy, Person_03_MouthOpen, Person_05_Happy, Person_05_MouthOpen, Person_06_Happy, Person_06_MouthOpen, Person_07_Happy, Person_07_MouthOpen, Person_08_Happy, Person_08_MouthOpen, Person_09_Happy, Person_09_MouthOpen, Person_10_Happy, Person_10_MouthOpen, Person_11_Happy, Person_11_MouthOpen, Person_12_Happy, Person_12_MouthOpen, Person_14_Happy, Person_14_MouthOpen, Person_15_Happy, Person_15_MouthOpen
527.426167, 4753, 34.889, 0.000, 100.000, 0.000, None, None, -10, -10, 64.667, 10.667, 88.667, 34.667, 73.333, 0.000, 100.000, 38.000, 51.556, 18.667, 18.000, 0.000, None, None, None, None
527.512172, 4754, 30.667, 0.000, 100.000, 0.000, None, None, -10, -10, 69.111, 0.000, 88.667, 23.333, 82.444, 5.333, 100.000, 54.000, 64.000, 1.333, 27.778, 8.000, None, None, None, None
527.604178, 4755, 30.667, 0.000, 100.000, 0.000, None, None, -10, -10, 73.778, 0.000, 95.111, 23.333, 75.333, 0.000, 95.556, 66.000, 64.000, 1.333, 27.778, 25.333, None, None, None, None
527.686182, 4756, 24.444, 0.000, 89.333, 0.000, None, None, -10, -10, 80.444, 0.000, 100.000, 38.000, 75.333, 0.000, 90.444, 60.667, 68.000, 9.333, 27.778, 0.000, None, None, None, None
527.786188, 4757, 24.444, 0.000, 89.333, 0.000, None, None, -10, -10, 80.444, 0.000, 97.111, 45.333, 75.333, 0.000, 95.556, 54.667, 68.000, 18.000, 20.889, 0.000, None, None, 100.000, 80.000
527.908195, 4758, 24.444, 0.000, 80.444, 0.000, None, None, -10, -10, 70.667, 0.000, 92.222, 18.667, 66.222, 20.000, 86.000, 22.667, 76.000, 0.000, 20.889, 0.000, None, None, 85.000, 24.000
527.9902, 4759, 28.444, 0.000, 65.111, 0.000, None, None, -10, -10, 70.667, 0.000, 92.222, 0.000, 72.222, 10.667, 90.222, 6.667, 76.000, 0.000, 20.889, 0.000, None, None, 89.259, 32.000
528.119207, 4760, 36.667, 0.000, 70.278, 0.000, None, None, -10, -10, 66.389, 0.000, 76.944, 0.000, 91.389, 10.667, 96.389, 33.333, 93.889, 0.000, 33.889, 0.000, None, None, 89.259, 32.000
528.234214, 4761, 36.667, 32.000, 70.278, 0.000, None, None, -10, -10, 66.389, 0.000, 63.056, 0.000, 100.000, 0.000, 86.944, 82.667, 93.889, 32.000, 43.333, 5.333, None, None, 73.889, 44.000
528.362221, 4762, 36.667, 0.000, 70.278, 0.000, None, None, -10, -10, 71.667, 0.000, 58.611, 40.000, 100.000, 0.000, 86.944, 17.333, 99.444, 50.667, 33.611, 0.000, None, None, 73.889, 54.667
528.616235, 4763, 13.704, 0.000, 82.963, 0.000, None, None, -10, -10, 65.926, 0.000, 58.611, 5.333, 100.000, 0.000, 86.944, 22.667, 94.815, 32.000, 25.185, 0.000, None, None, 60.370, 48.000
528.783245, 4764, 26.667, 25.333, 82.963, 0.000, None, None, -10, -10, 90.556, 25.333, 91.111, 33.333, 92.222, 0.000, 98.889, 65.333, 86.111, 32.000, 30.556, 16.000, None, None, 51.111, 48.000
528.895251, 4765, 48.519, 8.000, 66.296, 12.000, None, None, -10, -10, 95.556, 0.000, 91.111, 25.333, 82.222, 0.000, 98.889, 74.667, 86.111, 44.000, 30.556, 16.000, None, None, 44.444, 53.333
529.077262, 4766, 80.741, 33.333, 81.111, 0.000, None, None, -10, -10, 95.556, 32.000, 80.370, 18.667, 82.222, 1.333, 75.556, 5.333, 100.000, 0.000, 37.407, 16.000, None, None, 32.963, 86.667
529.174267, 4767, 80.741, 27.333, 88.611, 0.000, None, None, -10, -10, 95.556, 23.333, 85.833, 40.000, 87.500, 9.333, 86.944, 16.667, 100.000, 8.667, 37.407, 0.000, None, None, 38.889, 80.000
529.289274, 4768, 90.833, 42.667, 88.611, 40.000, None, None, -10, -10, 79.444, 0.000, 85.833, 45.333, 100.000, 0.000, 86.944, 44.000, 100.000, 36.000, 31.944, 0.000, None, None, None, None
529.39628, 4769, 96.944, 36.000, 100.000, 64.000, None, None, -10, -10, 71.944, 0.000, 91.944, 53.333, 100.000, 5.333, 86.944, 30.667, 100.000, 0.000, 31.944, 0.000, None, None, None, None
529.505286, 4770, 96.944, 36.000, 100.000, 45.333, None, None, -10, -10, 71.944, 0.000, 100.000, 45.333, 100.000, 0.000, 86.944, 18.667, 100.000, 33.333, 18.611, 0.000, None, None, None, None
529.612292, 4771, 100.000, 53.333, 100.000, 30.667, None, None, -10, -10, 71.944, 0.000, 95.000, 57.333, 100.000, 0.000, 86.944, 18.667, 100.000, 26.667, 23.333, 2.667, None, None, None, None
529.723299, 4772, 98.056, 98.667, 100.000, 0.000, None, None, -10, -10, 86.389, 0.000, 100.000, 33.333, 100.000, 24.000, 93.056, 6.667, 100.000, 0.000, 30.278, 49.333, None, None, None, None
529.841306, 4773, 93.333, 76.000, 100.000, 0.000, None, None, -10, -10, 93.333, 0.000, 100.000, 25.333, 98.056, 0.000, 100.000, 6.667, 100.000, 16.000, 35.278, 0.000, None, None, None, None
529.946312, 4774, 93.333, 64.000, 100.000, 0.000, None, None, -10, -10, 93.333, 0.000, 100.000, 66.667, 90.278, 0.000, 100.000, 53.333, 100.000, 0.000, 40.833, 0.000, None, None, None, None
530.073319, 4775, 86.667, 44.000, 100.000, 2.667, None, None, -10, -10, 98.056, 0.000, 100.000, 25.333, 90.278, 0.000, 99.722, 32.000, 100.000, 25.333, 40.833, 38.667, None, None, None, None
530.187325, 4776, 80.833, 17.333, 100.000, 0.000, None, None, -10, -10, 88.056, 0.000, 100.000, 64.000, 99.167, 48.000, 99.722, 32.000, 100.000, 32.000, 40.833, 25.333, None, None, None, None
530.26633, 4777, 80.833, 46.667, 100.000, 0.000, None, None, -10, -10, 77.222, 0.000, 100.000, 54.667, 94.722, 10.667, 83.333, 46.000, 100.000, 38.000, 40.833, 25.333, None, None, None, None
530.387337, 4778, 72.222, 74.667, 100.000, 12.000, None, None, None, None, 72.500, 0.000, 100.000, 21.333, 100.000, 10.667, 87.778, 62.667, 100.000, 0.000, 52.500, 20.000, None, None, None, None
530.501343, 4779, 66.944, 53.333, 100.000, 5.333, None, None, None, None, 68.056, 10.667, 95.833, 52.000, 100.000, 0.000, 87.778, 20.000, 100.000, 6.667, 52.500, 12.000, None, None, None, None
530.61435, 4780, 78.333, 65.333, 100.000, 38.667, None, None, None, None, 68.056, 5.333, 91.667, 52.000, None, None, 71.389, 46.667, 100.000, 70.667, 52.500, 25.333, None, None, None, None
530.688354, 4781, 86.111, 44.667, 100.000, 0.000, None, None, None, None, 83.611, 12.667, 87.222, 41.333, None, None, 71.389, 26.000, 100.000, 38.667, 52.500, 39.333, None, None, None, None
530.764358, 4782, 86.111, 58.000, 100.000, 0.000, None, None, None, None, 83.611, 12.667, 87.222, 47.333, None, None, 71.389, 26.000, 100.000, 18.667, 52.500, 25.333, None, None, None, None
530.857364, 4783, 96.444, 89.333, 100.000, 0.000, None, None, 96.667, 0.000, 89.556, 26.667, 94.667, 31.333, None, None, 71.389, 26.000, 100.000, 33.333, 42.000, 0.000, None, None, None, None
531.011372, 4784, 96.444, 10.667, 100.000, 0.000, None, None, 90.000, 0.000, 75.778, 60.000, 94.667, 10.667, 70.000, 0.000, 83.333, 36.000, 100.000, 0.000, 42.000, 0.000, None, None, None, None
531.119379, 4785, 81.389, 42.667, 100.000, 0.000, None, None, 62.963, 0.000, 61.389, 17.333, 86.389, 32.000, 89.444, 0.000, 83.333, 50.667, 100.000, 77.333, 30.556, 0.000, None, None, None, None
531.232385, 4786, 91.667, 42.667, 88.611, 0.000, None, None, 54.167, 10.667, 53.889, 29.333, 70.556, 21.333, 100.000, 30.667, 77.500, 84.000, 100.000, 20.000, 30.556, 0.000, None, None, None, None
531.329391, 4787, 81.389, 52.667, 80.833, 0.000, None, None, 39.722, 10.667, 60.000, 29.333, 60.833, 0.667, 100.000, 10.667, 87.778, 62.000, 100.000, 36.000, 30.556, 0.000, None, None, None, None
531.438397, 4788, 88.056, 30.667, 68.333, 0.000, None, None, 25.833, 10.667, 75.000, 0.000, 45.556, 0.000, 100.000, 0.000, 81.667, 1.333, 98.611, 66.667, 23.889, 2.667, None, None, None, None
531.547403, 4789, 74.167, 53.333, 62.500, 0.000, None, None, 45.833, 25.333, 75.000, 0.000, 31.111, 0.000, 91.389, 0.000, 88.333, 30.667, 92.500, 66.667, 31.389, 26.667, None, None, None, None
531.658409, 4790, 49.167, 25.333, 57.500, 0.000, None, None, None, None, 75.000, 0.000, 23.889, 0.000, 72.778, 0.000, 98.333, 2.667, 92.500, 2.667, 23.056, 13.333, None, None, None, None
531.767416, 4791, 49.167, 0.000, 43.889, 0.000, None, None, -10, -10, 75.000, 0.000, 9.444, 29.333, 52.222, 0.000, 98.333, 8.000, 85.833, 14.667, 35.278, 13.333, 100.000, 0.000, None, None
531.880422, 4792, 35.278, 0.000, 43.889, 0.000, None, None, -10, -10, 57.778, 0.000, 5.000, 0.000, 52.222, 0.000, 98.333, 16.000, 85.833, 14.667, 35.278, 0.000, None, None, None, None
531.962427, 4793, 35.278, 0.000, 33.889, 0.000, None, None, -10, -10, 51.389, 0.000, 0.000, 0.000, 52.222, 0.000, 100.000, 30.000, 95.278, 14.667, 35.278, 0.000, None, None, None, None
532.239443, 4794, 15.556, 0.000, 48.889, 41.333, None, None, -10, -10, 38.519, 0.000, 0.000, 14.667, 52.222, 25.333, 84.074, 30.000, 95.278, 44.000, 24.444, 0.000, None, None, None, None
532.350449, 4795, 2.593, 0.000, 54.074, 0.000, None, None, -10, -10, 27.037, 0.000, 0.000, 0.000, 47.778, 1.333, 72.963, 18.667, 100.000, 8.000, 24.444, 12.000, None, None, None, None
532.471456, 4796, 0.000, 0.000, 72.963, 0.000, None, None, -10, -10, 12.222, 0.000, 0.000, 0.000, 52.222, 0.000, 62.963, 53.333, 98.519, 44.000, 24.444, 0.000, None, None, None, None
532.587463, 4797, 0.000, 0.000, 65.556, 54.667, None, None, -10, -10, 1.944, 0.000, 0.000, 0.000, 45.278, 20.000, 62.963, 26.667, 91.667, 16.000, 30.000, 0.000, None, None, None, None
532.671467, 4798, 1.667, 0.000, 57.778, 37.333, None, None, -10, -10, 1.944, 0.000, 0.000, 0.000, 53.333, 8.667, 75.556, 26.667, 82.778, 0.000, 36.111, 0.000, None, None, None, None
532.784474, 4799, 1.667, 0.000, 49.167, 0.000, None, None, -10, -10, 1.944, 0.000, 0.000, 0.000, 53.333, 0.000, 75.556, 26.667, 82.778, 26.667, 31.111, 12.000, None, None, None, None
532.89948, 4800, 0.000, 0.000, 40.556, 36.000, None, None, -10, -10, 8.889, 17.333, 0.000, 14.667, 42.500, 0.000, 75.556, 0.000, 95.833, 0.000, 31.111, 0.000, None, None, None, None
532.983485, 4801, 0.000, 0.000, 48.222, 12.667, None, None, -10, -10, 13.778, 0.000, 0.000, 2.667, 46.889, 0.000, 75.556, 0.000, 95.833, 8.667, 31.111, 0.000, None, None, 51.111, 8.000
533.086491, 4802, 0.000, 0.000, 53.056, 0.000, None, None, -10, -10, 19.722, 0.000, 0.000, 0.000, 46.889, 0.000, 75.556, 0.000, 95.833, 0.000, 23.611, 28.000, None, None, 38.333, 22.667
533.208498, 4803, 0.000, 0.000, 58.333, 26.667, None, None, -10, -10, 19.722, 0.000, 0.000, 8.000, 58.611, 0.000, 89.167, 5.333, 90.000, 37.333, 23.611, 0.000, None, None, None, None
533.318504, 4804, 0.000, 8.000, 58.333, 36.000, None, None, -10, -10, 19.722, 5.333, 0.000, 28.000, 69.444, 5.333, 89.167, 0.000, 85.833, 9.333, 23.611, 1.333, None, None, None, None
533.432511, 4805, 0.000, 0.000, 58.333, 0.000, None, None, -10, -10, 0.000, 5.333, 0.000, 13.333, 57.222, 5.333, 84.722, 0.000, 71.111, 82.667, 23.611, 0.000, None, None, None, None
533.508515, 4806, 0.000, 0.000, 58.333, 21.333, None, None, -10, -10, 0.000, 0.000, 0.000, 13.333, 52.500, 5.333, 84.722, 0.000, 64.167, 71.333, 23.611, 0.000, None, None, 45.556, 58.667
533.58652, 4807, 0.000, 0.000, 46.222, 8.667, None, None, -10, -10, 0.000, 0.000, 0.000, 0.000, 43.778, 0.000, 80.000, 0.000, 64.167, 55.333, 17.778, 0.000, None, None, None, None
533.682525, 4808, 0.000, 0.000, 41.778, 0.000, None, None, -10, -10, 1.556, 0.000, 0.000, 0.000, 29.778, 0.000, 80.000, 18.667, 58.444, 32.000, 17.778, 0.000, None, None, None, None
533.76953, 4809, 0.000, 0.000, 35.556, 8.667, None, None, -10, -10, 1.556, 0.000, 0.000, 0.000, 20.889, 0.000, 68.444, 0.000, 53.333, 0.000, 17.778, 0.000, None, None, None, None
533.858535, 4810, 0.667, 0.000, 35.556, 0.000, None, None, -10, -10, 21.333, 0.000, 0.000, 0.000, 26.000, 0.000, 68.444, 0.000, 62.000, 6.000, 17.778, 3.333, None, None, None, None
533.94254, 4811, 13.556, 0.000, 27.778, 0.000, None, None, -10, -10, 34.000, 0.000, 0.000, 0.000, 32.222, 0.000, 68.444, 24.000, 66.444, 6.000, 17.778, 0.000, None, None, None, None
534.034545, 4812, 13.556, 0.000, 43.556, 0.000, None, None, -10, -10, 34.000, 0.000, 0.000, 0.000, 37.111, 0.000, 62.667, 24.000, 66.444, 0.000, 17.778, 0.000, None, None, None, None
534.125551, 4813, 13.556, 0.000, 43.556, 19.333, None, None, -10, -10, 28.000, 0.000, 0.000, 0.000, 37.111, 22.667, 56.222, 0.000, 66.444, 0.000, 17.778, 0.000, None, None, None, None
534.211555, 4814, 13.556, 0.000, 50.444, 0.000, None, None, -10, -10, 33.111, 0.000, 0.000, 0.000, 37.111, 0.000, 56.222, 0.000, 66.444, 19.333, 17.778, 16.000, None, None, None, None
534.29656, 4815, 9.333, 0.000, 50.444, 0.000, None, None, -10, -10, 33.111, 0.000, 0.000, 0.000, 37.111, 0.000, 44.667, 0.000, 66.444, 19.333, 17.778, 16.000, None, None, None, None
534.383565, 4816, 9.333, 0.000, 58.000, 0.000, None, None, -10, -10, 19.556, 0.000, 0.000, 0.000, 31.333, 0.000, 31.111, 0.000, 66.444, 0.667, 17.778, 0.000, None, None, None, None
534.47257, 4817, 0.000, 0.000, 51.333, 11.333, None, None, -10, -10, 19.556, 0.000, 0.000, 0.000, 31.333, 0.000, 23.556, 0.000, 66.444, 0.000, 30.444, 0.000, None, None, None, None
534.567576, 4818, 0.000, 0.000, 58.889, 0.000, None, None, -10, -10, 19.556, 0.000, 0.000, 0.000, 31.333, 0.000, None, None, 66.444, 7.333, 30.444, 5.333, None, None, None, None
534.651581, 4819, 0.000, 0.000, 53.778, 0.000, None, None, -10, -10, 26.222, 0.000, 0.000, 0.000, 31.333, 0.000, None, None, 66.444, 7.333, 30.444, 0.000, None, None, None, None
534.746586, 4820, 0.000, 0.000, 53.778, 0.000, None, None, -10, -10, 26.222, 0.000, 0.000, 0.000, 26.222, 6.667, None, None, 66.444, 36.000, 30.444, 0.000, None, None, None, None
534.827591, 4821, 0.000, 0.000, 48.889, 0.000, None, None, -10, -10, 26.222, 0.000, 0.000, 0.000, 26.222, 0.000, None, None, 75.111, 50.000, 30.444, 0.000, None, None, None, None
534.914596, 4822, 0.000, 0.000, 48.889, 0.000, None, None, -10, -10, 26.222, 0.000, 0.000, 0.000, 26.222, 0.000, None, None, 81.111, 31.333, 16.444, 0.000, None, None, None, None
535.054604, 4823, 0.000, 0.000, 60.278, 0.000, None, None, -10, -10, 19.167, 0.000, 0.000, 0.000, 26.222, 0.000, None, None, 81.111, 0.000, 11.944, 0.000, None, None, None, None
535.16561, 4824, 0.000, 0.000, 56.111, 14.667, None, None, -10, -10, 23.333, 0.000, 0.000, 0.000, 26.222, 0.000, None, None, 69.722, 0.000, 11.944, 20.000, None, None, None, None
535.248615, 4825, 0.000, 0.000, 56.111, 4.667, None, None, -10, -10, 30.556, 0.000, 0.000, 0.000, 26.222, 0.000, None, None, 69.722, 0.000, 19.167, 0.000, None, None, None, None
535.330619, 4826, 0.000, 0.000, 50.278, 4.667, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 31.111, 0.000, None, None, 69.722, 2.667, 28.611, 0.000, None, None, None, None
535.416624, 4827, 0.000, 0.000, 50.278, 0.000, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 27.111, 0.000, None, None, 69.722, 0.000, 28.611, 0.000, None, None, None, None
535.50963, 4828, 0.000, 0.000, 50.278, 0.000, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 27.111, 0.000, None, None, 69.722, 4.667, 28.611, 0.000, None, None, None, None
535.592634, 4829, 0.000, 0.000, 50.278, 0.000, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 34.000, 0.000, None, None, 69.722, 23.333, 28.611, 0.000, None, None, None, None
535.677639, 4830, 0.000, 0.000, 59.111, 0.000, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 24.222, 0.000, None, None, 65.556, 40.000, 28.611, 0.000, None, None, 30.000, 0.000
535.758644, 4831, 0.000, 0.000, 63.778, 0.000, None, None, -10, -10, 24.722, 0.000, 0.000, 0.000, 30.889, 0.000, None, None, 65.556, 21.333, 28.611, 0.000, None, None, 21.667, 0.000
535.85565, 4832, 4.000, 0.000, 71.333, 0.000, None, None, -10, -10, 28.889, 0.000, 0.000, 0.000, 30.889, 8.000, None, None, 65.556, 16.000, 28.611, 0.000, None, None, 21.667, 0.000
536.016659, 4833, 0.000, 0.000, 71.333, 0.000, None, None, -10, -10, 20.278, 0.000, 0.000, 0.000, 30.889, 0.000, None, None, 65.556, 16.000, 28.611, 0.000, None, None, 7.500, 0.000
536.111664, 4834, 0.000, 0.000, 71.333, 0.000, None, None, -10, -10, 20.278, 0.000, 0.000, 0.000, 38.611, 0.000, None, None, 71.111, 22.667, 28.611, 0.000, None, None, 0.556, 0.000
536.22167, 4835, 0.000, 0.000, 61.389, 0.000, None, None, -10, -10, 20.278, 20.000, 0.000, 0.000, 33.056, 0.000, None, None, 71.111, 0.000, 28.611, 0.000, None, None, 0.556, 12.000
536.327677, 4836, 0.000, 0.000, 61.389, 0.000, None, None, -10, -10, 20.278, 1.333, 0.000, 0.000, 40.278, 0.000, None, None, 59.167, 26.667, 34.167, 0.000, None, None, 0.000, 12.000
536.439683, 4837, 0.000, 0.000, 68.611, 42.667, None, None, -10, -10, 20.278, 0.000, 0.000, 0.000, 40.278, 0.000, None, None, 65.278, 38.667, 34.167, 0.000, None, None, 0.000, 53.333
536.55569, 4838, 0.000, 0.000, 63.056, 16.000, None, None, -10, -10, 4.444, 0.000, 0.000, 0.000, 36.111, 0.000, None, None, 57.778, 48.000, 34.167, 25.333, None, None, 0.000, 0.000
536.663696, 4839, 0.000, 0.000, 67.222, 0.000, None, None, -10, -10, 4.444, 0.000, 0.000, 0.000, 36.111, 0.000, None, None, 63.056, 48.000, 34.167, 30.667, None, None, 5.833, 8.000
536.771702, 4840, 0.000, 0.000, 50.000, 0.000, None, None, None, None, 12.778, 4.000, 0.000, 0.000, 29.722, 5.333, None, None, 63.056, 84.000, 21.389, 17.333, None, None, 20.278, 0.000
536.878708, 4841, 0.000, 0.000, 50.000, 37.333, None, None, 0.000, 0.000, 18.611, 0.000, 0.000, 0.000, 29.722, 5.333, None, None, 63.056, 30.667, 14.722, 0.000, None, None, 20.278, 5.333
536.963713, 4842, 0.000, 0.000, 50.000, 24.667, None, None, 0.000, 0.000, 29.444, 0.000, 0.000, 0.000, 36.389, 0.000, None, None, 63.056, 30.667, 14.722, 3.333, None, None, 20.278, 12.000
537.08272, 4843, 0.000, 0.000, 54.444, 10.667, None, None, 0.000, 0.000, 29.444, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 63.056, 13.333, 14.722, 3.333, None, None, 6.944, 12.000
537.196726, 4844, 0.000, 0.000, 54.444, 0.000, None, None, 0.000, 0.000, 22.778, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 63.056, 0.000, 21.667, 0.000, None, None, 0.000, 0.000
537.313733, 4845, 0.000, 0.000, 54.444, 0.000, None, None, 3.611, 0.000, 14.167, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 63.056, 13.333, 21.667, 0.000, None, None, 0.000, 0.000
537.421739, 4846, 0.000, 0.000, 44.722, 0.000, None, None, 18.056, 0.000, 14.167, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 70.000, 0.000, 16.667, 40.000, None, None, 0.000, 5.333
537.500744, 4847, 0.278, 0.000, 44.722, 0.000, None, None, 9.167, 0.000, 14.167, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 59.722, 18.667, 16.667, 21.333, None, None, 5.833, 5.333
537.623751, 4848, 6.389, 0.000, 39.167, 0.000, None, None, 9.167, 0.000, 18.889, 0.000, 0.000, 0.000, 41.944, 0.000, None, None, 59.722, 97.333, 22.778, 33.333, None, None, 12.778, 0.000
537.736757, 4849, 0.833, 0.000, 39.167, 0.000, None, None, -10, -10, 27.500, 0.000, 0.000, 0.000, 31.667, 0.000, None, None, 55.000, 40.000, 28.889, 88.000, None, None, 7.778, 0.000
537.853764, 4850, 0.833, 0.000, 39.167, 0.000, None, None, -10, -10, 27.500, 0.000, 0.000, 0.000, 5.000, 0.000, None, None, 47.500, 0.000, 35.278, 0.000, None, None, 7.778, 8.000
537.96577, 4851, 0.833, 0.000, 39.167, 0.000, None, None, -10, -10, 40.833, 0.000, 0.000, 0.000, 5.000, 0.000, None, None, 55.833, 0.000, 41.667, 0.000, None, None, 2.778, 0.000
538.059776, 4852, 0.833, 0.000, 45.278, 0.000, None, None, -10, -10, 35.833, 0.000, 0.000, 0.000, 0.000, 11.333, None, None, 63.056, 0.000, 36.389, 0.000, None, None, 2.778, 0.000
538.148781, 4853, 0.000, 0.000, 45.278, 0.000, None, None, -10, -10, 26.389, 0.000, 0.000, 0.000, 8.611, 17.333, None, None, 63.056, 32.000, 36.389, 0.000, None, None, 9.444, 0.000
538.265787, 4854, 0.000, 0.000, 49.722, 8.000, None, None, -10, -10, 11.944, 0.000, 0.000, 0.000, 29.722, 1.333, None, None, 68.056, 0.000, 36.389, 0.000, None, None, 14.167, 0.000
538.376794, 4855, 0.000, 0.000, 49.722, 0.000, None, None, -10, -10, 1.111, 1.333, 0.000, 0.000, 35.833, 0.000, None, None, 68.056, 16.000, 28.889, 0.000, None, None, 14.167, 37.333
538.4878, 4856, 0.000, 0.000, 49.722, 0.000, None, None, -10, -10, 6.111, 0.000, 0.000, 0.000, 35.833, 0.000, None, None, 61.389, 16.000, 33.889, 0.000, None, None, 14.167, 0.000
538.599806, 4857, 0.000, 0.000, 55.278, 0.000, None, None, -10, -10, 6.111, 0.000, 0.000, 0.000, 35.833, 10.667, None, None, 53.889, 0.000, 27.500, 10.667, None, None, 14.167, 30.667
538.720813, 4858, 0.000, 0.000, 63.889, 66.667, None, None, -10, -10, 13.611, 0.000, 0.000, 0.000, 27.778, 0.000, None, None, 46.111, 0.000, 27.500, 0.000, None, None, 0.000, 0.000
538.82982, 4859, 0.000, 0.000, 63.889, 32.000, None, None, -10, -10, 13.611, 0.000, 0.000, 0.000, 21.944, 0.000, None, None, 39.167, 0.000, 27.500, 0.000, None, None, 0.000, 14.667
538.942826, 4860, 0.000, 0.000, 68.611, 4.000, None, None, -10, -10, 13.611, 0.000, 0.000, 0.000, 21.944, 0.000, None, None, 43.333, 0.000, 27.500, 8.000, None, None, 0.000, 14.667
539.066833, 4861, 0.000, 0.000, 74.444, 0.000, None, None, -10, -10, 13.611, 0.000, 0.000, 0.000, 21.944, 0.000, None, None, 52.778, 0.000, 35.000, 0.000, None, None, 0.000, 9.333
539.167839, 4862, 0.000, 0.000, 66.111, 0.000, None, None, -10, -10, 13.611, 0.000, 0.000, 0.000, 32.222, 0.000, None, None, 57.500, 0.000, 35.000, 0.000, None, None, 0.000, 44.000
539.255844, 4863, 0.000, 0.000, 66.111, 0.000, None, None, -10, -10, 8.056, 0.000, 0.000, 0.000, 39.722, 0.000, None, None, 61.944, 0.000, 35.000, 0.000, None, None, 0.000, 6.667
539.340849, 4864, 0.000, 0.000, 71.333, 0.000, None, None, -10, -10, 0.667, 0.000, 0.000, 0.000, 35.111, 24.000, None, None, 56.444, 0.000, 28.444, 0.000, None, None, 0.000, 0.000
539.454855, 4865, 0.000, 0.000, 71.333, 20.000, None, None, -10, -10, 0.667, 0.000, 0.000, 0.000, 29.556, 0.000, None, None, 50.667, 52.000, 28.444, 6.667, None, None, 0.000, 0.000
539.52886, 4866, 0.000, 0.000, 61.778, 0.000, None, None, -10, -10, 0.667, 0.000, 0.000, 0.000, 29.556, 0.000, None, None, 41.778, 60.667, 28.444, 6.667, None, None, 0.000, 0.000
539.605864, 4867, 0.000, 0.000, 61.778, 0.000, None, None, -10, -10, 0.667, 0.000, 0.000, 0.000, 22.444, 7.333, None, None, 41.778, 69.333, 28.444, 24.000, None, None, 0.000, 0.000
539.692869, 4868, 0.000, 0.000, 61.778, 0.000, None, None, -10, -10, 8.444, 0.000, 0.000, 0.000, 22.444, 0.000, None, None, 41.778, 42.667, 24.222, 0.000, None, None, 0.000, 0.000
539.804875, 4869, 0.000, 0.000, 61.778, 0.000, None, None, -10, -10, 17.111, 0.000, 0.000, 0.000, 22.444, 0.000, None, None, 50.444, 22.667, 30.444, 13.333, None, None, 0.000, 0.000
539.981886, 4870, 0.000, 0.000, 71.944, 0.000, None, None, -10, -10, 17.111, 0.000, 0.000, 0.000, 31.667, 0.000, None, None, 61.111, 1.333, 21.111, 0.000, None, None, 0.000, 0.000
540.097892, 4871, 1.481, 0.000, 80.000, 0.000, None, None, -10, -10, 5.556, 13.333, 0.000, 0.000, 18.148, 2.667, None, None, 52.222, 0.000, 17.037, 0.000, None, None, 8.148, 0.000
540.276902, 4872, 1.481, 0.000, 73.333, 40.000, None, None, -10, -10, 5.556, 25.333, 0.000, 0.000, 18.148, 45.333, None, None, 52.222, 56.000, 17.037, 21.333, None, None, 0.000, 0.000
540.396909, 4873, 0.000, 0.000, 63.704, 0.000, None, None, -10, -10, 0.370, 0.000, 0.000, 0.000, 24.815, 0.000, None, None, 52.222, 0.000, 23.333, 0.000, None, None, 0.000, 0.000
540.493915, 4874, 1.111, 0.000, 63.704, 0.000, None, None, -10, -10, 9.722, 0.000, 0.000, 0.000, 36.111, 0.000, None, None, 52.222, 0.000, 23.333, 0.000, None, None, 0.000, 0.000
540.666925, 4875, 0.000, 0.000, 56.389, 6.667, None, None, -10, -10, 17.778, 0.000, 0.000, 0.000, 43.056, 0.000, None, None, 52.222, 10.667, 32.778, 53.333, None, None, 0.000, 32.000
540.790932, 4876, 0.000, 0.000, 62.222, 36.000, None, None, -10, -10, 17.778, 0.000, 0.000, 0.000, 54.722, 0.000, None, None, 52.222, 18.667, 32.778, 8.000, None, None, 4.167, 0.000
540.875937, 4877, 0.000, 0.000, 57.778, 24.667, None, None, -10, -10, 27.222, 0.000, 0.000, 0.000, 54.722, 0.000, None, None, 47.500, 10.000, 32.778, 8.000, None, None, 4.167, 0.000
540.985943, 4878, 0.000, 0.000, 51.111, 8.000, None, None, -10, -10, 32.222, 0.000, 0.000, 0.000, 47.222, 0.000, 15.556, 0.000, 47.500, 1.333, 32.778, 0.000, None, None, 4.167, 26.667
541.075948, 4879, 0.000, 0.000, 51.111, 0.000, None, None, -10, -10, 28.056, 0.000, 0.000, 0.000, 47.222, 3.333, 10.000, 0.000, 42.778, 8.667, 28.333, 0.000, None, None, 4.167, 2.000
