TimeStamp, Frame, Person_02_Happy, Person_02_MouthOpen, Person_03_Happy, Person_03_MouthOpen, Person_05_Happy, Person_05_MouthOpen, Person_06_Happy, Person_06_MouthOpen, Person_07_Happy, Person_07_MouthOpen, Person_08_Happy, Person_08_MouthOpen, Person_09_Happy, Person_09_MouthOpen, Person_10_Happy, Person_10_MouthOpen, Person_11_Happy, Person_11_MouthOpen, Person_12_Happy, Person_12_MouthOpen, Person_14_Happy, Person_14_MouthOpen, Person_15_Happy, Person_15_MouthOpen
0.0, 9, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 0.000, 0.000, -10, -10, 28.889, 0.000, 27.778, 0.000, -10, -10, -10, -10
0.082005, 10, -10, -10, -10, -10, 41.111, 0.000, -10, -10, -10, -10, -10, -10, 0.000, 0.000, -10, -10, 28.889, 0.000, 38.889, 0.000, -10, -10, -10, -10
0.16301, 11, -10, -10, -10, -10, 45.556, 0.000, -10, -10, -10, -10, -10, -10, 0.000, 0.000, -10, -10, 18.519, 0.000, 31.852, 0.000, -10, -10, -10, -10
0.262015, 12, -10, -10, -10, -10, 57.778, 0.000, -10, -10, -10, -10, -10, -10, 0.000, 0.000, -10, -10, 18.519, 0.000, 26.944, 0.000, -10, -10, -10, -10
0.33802, 13, -10, -10, 2.222, 0.000, 62.500, 10.000, -10, -10, -10, -10, -10, -10, 1.111, 0.000, -10, -10, 18.519, 0.000, 26.944, 0.000, -10, -10, -10, -10
0.412024, 14, -10, -10, 36.111, 0.000, 54.667, 16.000, -10, -10, -10, -10, -10, -10, 5.556, 0.000, -10, -10, 18.519, 0.000, 17.333, 0.000, -10, -10, -10, -10
0.491028, 15, -10, -10, 36.111, 16.000, 54.667, 0.000, -10, -10, -10, -10, -10, -10, None, None, -10, -10, 18.519, 14.667, 2.444, 0.000, 60.000, 6.667, -10, -10
0.569033, 16, -10, -10, 42.500, 16.000, 50.222, 0.000, -10, -10, -10, -10, -10, -10, None, None, -10, -10, 23.333, 8.000, 2.444, 0.000, 67.778, 0.000, -10, -10
0.650038, 17, -10, -10, 49.333, 0.000, 54.444, 0.000, -10, -10, -10, -10, -10, -10, None, None, 38.889, 0.000, 23.333, 0.000, 2.444, 0.000, 72.963, 0.000, 31.296, 0.000
0.752043, 18, 48.889, 16.000, 54.000, 0.000, 36.444, 0.000, 63.333, 6.667, -10, -10, -10, -10, None, None, 38.889, 4.667, 13.333, 0.000, 2.444, 0.000, 68.333, 26.667, 31.296, 0.000
0.87005, 19, 53.889, 0.000, 54.000, 80.000, 36.444, 0.000, 63.333, 0.000, -10, -10, -10, -10, None, None, 38.889, 14.667, 13.333, 0.000, 9.556, 26.667, 74.222, 0.000, 17.778, 0.000
1.176068, 20, 89.444, 0.000, 80.556, 6.667, None, None, 63.333, 37.333, -10, -10, -10, -10, None, None, 38.889, 0.000, 30.000, 0.000, 19.444, 1.333, 81.111, 2.667, 17.778, 0.000
1.295074, 21, 100.000, 45.333, 53.889, 6.667, None, None, 72.778, 53.333, -10, -10, -10, -10, None, None, 43.889, 0.000, 30.000, 0.000, 23.889, 0.000, 87.222, 0.000, 22.778, 0.000
1.408081, 22, 91.852, 0.000, 42.222, 40.000, None, None, 78.889, 40.000, -10, -10, -10, -10, None, None, 43.889, 38.667, 22.222, 0.000, 29.630, 12.000, 75.556, 26.667, 22.778, 30.667
1.498086, 23, 82.500, 0.000, 42.222, 20.000, None, None, 78.889, 40.000, -10, -10, -10, -10, None, None, 37.222, 0.000, 17.778, 0.000, 35.278, 21.333, 75.556, 0.000, 22.778, 11.333
1.612093, 24, 67.222, 4.000, 23.056, 0.000, None, None, 78.889, 30.667, -10, -10, -10, -10, None, None, 31.111, 25.333, 17.778, 0.000, 35.278, 0.000, 75.556, 0.000, 22.778, 0.000
1.727099, 25, 57.500, 22.667, 31.667, 5.333, None, None, 83.611, 65.333, -10, -10, -10, -10, None, None, 31.111, 0.000, 5.278, 0.000, 30.833, 0.000, 68.333, 0.000, 22.778, 0.000
1.808104, 26, 57.500, 0.000, 31.667, 0.000, None, None, 83.611, 58.667, -10, -10, -10, -10, None, None, 17.778, 0.000, 16.944, 0.000, 30.833, 0.000, 73.889, 0.000, 30.556, 0.000
1.885108, 27, 51.111, 0.000, 31.667, 0.000, None, None, 93.556, 32.667, -10, -10, -10, -10, None, None, 17.778, 9.333, 23.778, 0.000, 23.111, 10.667, 73.889, 0.000, 38.000, 0.000
1.977113, 28, 60.222, 16.000, 31.667, 26.000, None, None, 93.556, 14.667, -10, -10, -10, -10, None, None, 17.778, 14.667, 38.889, 0.000, 15.556, 0.000, 73.889, 3.333, 38.000, 0.000
2.09012, 29, None, None, 38.889, 32.000, None, None, 100.000, 25.333, -10, -10, -10, -10, None, None, 17.778, 0.000, 38.889, 0.000, 19.778, 0.000, 64.222, 0.000, 32.667, 0.000
2.165124, 30, None, None, 43.556, 32.000, None, None, 100.000, 34.000, -10, -10, -10, -10, None, None, 17.778, 6.667, 53.778, 0.000, 31.778, 0.000, 64.222, 0.000, 32.667, 0.000
2.255129, 31, None, None, 55.556, 9.333, None, None, 100.000, 26.000, -10, -10, -10, -10, None, None, 24.889, 16.667, 42.444, 0.000, 27.333, 0.000, 60.000, 6.000, 32.667, 0.000
2.341134, 32, None, None, 59.556, 0.000, None, None, 100.000, 26.000, -10, -10, -10, -10, None, None, 24.889, 4.000, 37.778, 0.000, 27.333, 0.000, 53.111, 21.333, 22.667, 0.000
2.44614, 33, 72.222, 6.667, 63.556, 30.667, None, None, 100.000, 85.333, -10, -10, 65.556, 1.333, None, None, 24.889, 0.000, -10, -10, 27.333, 0.000, 53.111, 30.667, 28.667, 0.000
2.530145, 34, 56.111, 0.000, 72.667, 2.667, None, None, 100.000, 46.667, -10, -10, 65.556, 0.000, -10, -10, 24.889, 2.000, -10, -10, 27.333, 0.000, 53.111, 25.333, 28.667, 0.000
2.61215, 35, 61.481, 0.000, 68.222, 2.667, None, None, 100.000, 0.000, -10, -10, 69.630, 0.000, -10, -10, 24.889, 12.000, -10, -10, 27.333, 0.000, 45.556, 18.667, 28.667, 10.667
2.700155, 36, 68.056, 0.000, 61.333, 48.000, None, None, 100.000, 0.000, -10, -10, 69.630, 12.000, -10, -10, 24.889, 6.667, -10, -10, 27.333, 0.000, 50.444, 0.000, 22.667, 10.667
2.79716, 37, 77.556, 0.000, 67.333, 14.000, None, None, 100.000, 0.000, -10, -10, 76.222, 3.333, 48.889, 0.000, 32.889, 32.667, -10, -10, 21.333, 0.000, 50.444, 0.000, 22.667, 0.000
2.894166, 38, 84.444, 0.000, 76.222, 14.000, None, None, 98.222, 0.000, -10, -10, 85.778, 12.667, 36.667, 0.000, 28.222, 32.667, -10, -10, 21.333, 42.667, 50.444, 30.667, 18.000, 0.000
3.007172, 39, 95.111, 0.000, 63.778, 33.333, None, None, 98.222, 0.000, -10, -10, 85.778, 0.000, 42.593, 0.000, 37.333, 48.000, -10, -10, 21.333, 0.000, 50.444, 58.667, 18.000, 0.000
3.115179, 40, 100.000, 0.000, 63.778, 24.000, None, None, 98.222, 0.000, -10, -10, 91.111, 0.000, 35.833, 0.000, 42.778, 48.000, -10, -10, 14.444, 38.667, 43.889, 0.000, 18.000, 0.000
3.196183, 41, 94.222, 0.000, 58.889, 42.000, None, None, 100.000, 12.000, -10, -10, 91.111, 0.000, 35.833, 0.000, 47.778, 18.000, -10, -10, 14.444, 38.667, 37.778, 23.333, 22.667, 0.000
3.278188, 42, 94.222, 0.000, 64.667, 59.333, None, None, 97.333, 1.333, -10, -10, 84.000, 3.333, 35.833, 0.000, 47.778, 0.000, -10, -10, 41.556, 22.667, 37.778, 44.667, 22.667, 0.000
3.375193, 43, 86.000, 16.000, 58.222, 59.333, None, None, 100.000, 32.000, 0.000, 29.333, 71.111, 3.333, 40.222, 0.000, 47.778, 0.000, 42.222, 0.000, 60.667, 8.000, 37.778, 15.333, 22.667, 0.000
3.4992, 44, 80.889, 16.000, 63.111, 42.667, None, None, 100.000, 64.000, 9.444, 0.000, 77.333, 0.000, 31.778, 0.000, 43.556, 0.000, 57.778, 29.333, 75.111, 14.667, 37.778, 0.000, 22.667, 0.000
3.617207, 45, 80.889, 32.000, 81.111, 0.000, None, None, 98.333, 64.000, 9.444, 0.000, 82.222, 13.333, 40.833, 0.000, 39.167, 6.667, 49.630, 0.000, 100.000, 9.333, 37.778, 86.667, 17.222, 0.000
3.739214, 46, 74.167, 21.333, 76.389, 70.667, None, None, 98.333, 2.667, 9.444, 0.000, 82.222, 0.000, 31.944, 0.000, 43.889, 36.000, 49.630, 0.000, 100.000, 42.667, 33.611, 38.667, 11.667, 0.000
3.860221, 47, 66.944, 6.667, 76.389, 61.333, None, None, 86.111, 2.667, 18.333, 30.667, 91.111, 36.000, 38.889, 1.333, 39.722, 45.333, 49.630, 0.000, 88.333, 1.333, 29.444, 33.333, 19.167, 0.000
4.002229, 48, 77.500, 0.000, 69.444, 32.000, None, None, 86.111, 2.667, 18.333, 0.000, 91.111, 0.000, 38.889, 0.000, 39.722, 0.000, 43.611, 10.667, 62.500, 0.000, 35.000, 0.000, -10, -10
4.121236, 49, 82.500, 9.333, 54.722, 65.333, None, None, 86.111, 0.000, 8.333, 0.000, 78.056, 12.000, 34.722, 0.000, 39.722, 24.000, 50.833, 0.000, 40.278, 62.667, 51.944, 0.000, -10, -10
4.211241, 50, 77.778, 0.000, 37.500, 65.333, None, None, 100.000, 11.333, 8.333, 0.000, 78.056, 12.000, 41.667, 0.000, 45.000, 24.000, 59.444, 0.000, 17.222, 24.667, 60.833, 11.333, -10, -10
4.316247, 51, 77.778, 0.000, 37.500, 0.000, None, None, 100.000, 33.333, 8.333, 0.000, 78.056, 0.000, None, None, 45.000, 0.000, 52.778, 0.000, 17.222, 0.000, 77.222, 92.000, -10, -10
4.417253, 52, 67.500, 0.000, 48.333, 25.333, None, None, 100.000, 58.667, 13.056, 0.000, 71.944, 0.000, None, None, None, None, 40.833, 0.000, 37.222, 0.000, 77.222, 0.000, -10, -10
4.549261, 53, 55.278, 18.667, 60.556, 25.333, None, None, 100.000, 2.667, 20.278, 21.333, 71.944, 0.000, None, None, None, None, 26.667, 0.000, 55.833, 2.667, 77.222, 40.000, -10, -10
4.638266, 54, 55.278, 0.000, 75.556, 25.333, None, None, 100.000, 10.000, 28.889, 6.667, 71.944, 0.000, None, None, None, None, 1.944, 0.000, 61.667, 0.000, 77.222, 40.000, -10, -10
4.754272, 55, 55.278, 0.000, 75.556, 20.000, None, None, 100.000, 10.000, 28.889, 6.667, 52.222, 0.000, None, None, None, None, -10, -10, 61.667, 40.000, 68.056, 60.000, -10, -10
4.903281, 56, 44.167, 0.000, 75.556, 0.000, -10, -10, None, None, 28.889, 6.667, 33.889, 0.000, None, None, None, None, -10, -10, 45.556, 49.333, 59.167, 100.000, -10, -10
5.015287, 57, 44.167, 0.000, 75.556, 0.000, -10, -10, None, None, 28.889, 32.000, 29.444, 0.000, None, None, None, None, -10, -10, None, None, 48.889, 0.000, -10, -10
5.135294, 58, 31.667, 0.000, 57.222, 0.000, -10, -10, -10, -10, 21.667, 5.333, 2.222, 0.000, None, None, -10, -10, -10, -10, None, None, None, None, -10, -10
5.2373, 59, 31.667, 0.000, 57.222, 0.000, -10, -10, -10, -10, 31.111, 13.333, 8.333, 0.000, None, None, -10, -10, -10, -10, None, None, None, None, -10, -10
5.343306, 60, 44.167, 0.000, 57.222, 0.000, -10, -10, -10, -10, 26.667, 0.000, 13.889, 4.000, None, None, -10, -10, -10, -10, None, None, None, None, -10, -10
5.428311, 61, 44.167, 0.000, 57.222, 0.000, -10, -10, -10, -10, 26.667, 0.000, 13.889, 0.000, None, None, -10, -10, -10, -10, None, None, None, None, -10, -10
5.540317, 62, 58.611, 14.667, 70.556, 0.000, -10, -10, -10, -10, 26.667, 0.000, 19.722, 0.000, None, None, -10, -10, -10, -10, None, None, 8.889, 22.667, -10, -10
5.661324, 63, 58.611, 1.333, 70.556, 0.000, -10, -10, -10, -10, 26.667, 0.000, 13.889, 0.000, None, None, -10, -10, -10, -10, None, None, 21.667, 0.000, -10, -10
5.76833, 64, 58.611, 0.000, 70.556, 76.000, -10, -10, -10, -10, 26.667, 0.000, 24.444, 0.000, None, None, -10, -10, -10, -10, None, None, 7.778, 0.000, -10, -10
5.877336, 65, 58.611, 0.000, 57.778, 0.000, -10, -10, -10, -10, 26.667, 0.000, 31.667, 0.000, None, None, -10, -10, -10, -10, None, None, 3.611, 0.000, -10, -10
5.965342, 66, 53.056, 8.000, 57.778, 0.000, -10, -10, -10, -10, 26.667, 0.000, 55.278, 0.000, None, None, -10, -10, -10, -10, None, None, 3.611, 0.000, -10, -10
6.041346, 67, 53.056, 16.000, 63.111, 0.000, -10, -10, -10, -10, 26.667, 0.000, 55.278, 0.000, None, None, -10, -10, -10, -10, None, None, 3.611, 0.000, -10, -10
6.134351, 68, 53.056, 41.333, 57.778, 0.000, -10, -10, -10, -10, None, None, 60.667, 0.000, None, None, -10, -10, -10, -10, None, None, 0.000, 0.000, -10, -10
6.235357, 69, 53.056, 64.000, 57.778, 0.000, -10, -10, -10, -10, -10, -10, 60.667, 0.000, None, None, -10, -10, -10, -10, None, None, 0.000, 0.000, -10, -10
6.334363, 70, 53.056, 51.333, 66.222, 0.000, -10, -10, -10, -10, -10, -10, 64.889, 0.000, None, None, -10, -10, -10, -10, None, None, 0.000, 0.000, -10, -10
6.428368, 71, None, None, 66.222, 0.000, -10, -10, -10, -10, -10, -10, 76.667, 0.000, None, None, -10, -10, -10, -10, None, None, 3.111, 0.000, -10, -10
6.536374, 72, -10, -10, 75.278, 0.000, -10, -10, -10, -10, -10, -10, 100.000, 0.000, None, None, -10, -10, -10, -10, None, None, 14.444, 21.333, -10, -10
6.623379, 73, -10, -10, 75.278, 0.000, -10, -10, -10, -10, -10, -10, 100.000, 0.000, -10, -10, -10, -10, -10, -10, None, None, 21.333, 21.333, -10, -10
6.722385, 74, -10, -10, 75.278, 0.000, -10, -10, -10, -10, -10, -10, 100.000, 0.000, -10, -10, -10, -10, None, None, None, None, 36.444, 0.000, -10, -10
6.82139, 75, -10, -10, 57.111, 0.000, -10, -10, -10, -10, -10, -10, 86.667, 0.000, -10, -10, -10, -10, None, None, 24.444, 36.000, 36.444, 0.000, -10, -10
6.907395, 76, -10, -10, None, None, -10, -10, -10, -10, -10, -10, 65.556, 0.000, -10, -10, -10, -10, None, None, 42.222, 43.333, 48.444, 0.000, -10, -10
7.011401, 77, -10, -10, None, None, -10, -10, -10, -10, -10, -10, 50.889, 0.000, -10, -10, -10, -10, None, None, 34.074, 12.000, 59.111, 10.667, -10, -10
7.108407, 78, -10, -10, None, None, -10, -10, -10, -10, -10, -10, 31.778, 0.000, -10, -10, -10, -10, None, None, 23.333, 12.000, None, None, -10, -10
7.196412, 79, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 18.667, 0.000, -10, -10, -10, -10, -10, -10, None, None, None, None, -10, -10
7.292417, 80, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 18.667, 0.000, -10, -10, -10, -10, -10, -10, None, None, None, None, -10, -10
7.374422, 81, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 12.889, 0.000, -10, -10, -10, -10, -10, -10, None, None, None, None, -10, -10
7.452427, 82, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 7.333, 0.000, -10, -10, -10, -10, -10, -10, None, None, None, None, -10, -10
7.549432, 83, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 7.333, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, None, None, -10, -10
7.638437, 84, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 7.333, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, None, None, -10, -10
7.699441, 85, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 0.444, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
7.785446, 86, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 5.333, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
7.852449, 87, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 5.333, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
7.968456, 88, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 10.222, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.071462, 89, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 5.333, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.126465, 90, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 15.556, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.20947, 91, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 15.556, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.282474, 92, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 20.667, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.369479, 93, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 20.667, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.434483, 94, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 27.407, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.500487, 95, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 37.037, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.581491, 96, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 45.370, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.661496, 97, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 50.000, 0.000, None, None, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.773502, 98, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 0.000, 14.444, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.844506, 99, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 0.000, 14.444, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
8.935511, 100, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 0.000, 22.222, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.016516, 101, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 0.000, 22.222, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.115522, 102, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 0.000, 22.222, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.204527, 103, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 68.667, 2.000, 22.222, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.285531, 104, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 75.111, 0.000, 28.889, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.367536, 105, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 75.111, 0.000, 24.667, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.416539, 106, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 70.667, 7.333, 35.556, 2.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.503544, 107, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10, 70.667, 7.333, 35.556, 0.000, -10, -10, -10, -10, -10, -10, -10, -10, -10, -10
9.60655, 108, -10, -10, -10, -10, 27.778, 28.000, -10, -10, -10, -10, 70.667, 32.000, 47.111, 0.000, -10, -10, 0.000, 0.000, -10, -10, -10, -10, -10, -10
9.705555, 109, -10, -10, -10, -10, 51.111, 15.333, -10, -10, -10, -10, 70.667, 17.333, 47.111, 0.000, -10, -10, 0.000, 0.000, -10, -10, -10, -10, 100.000, 0.000
9.795561, 110, -10, -10, -10, -10, 40.741, 6.667, -10, -10, -10, -10, 70.667, 1.333, 51.111, 0.000, -10, -10, 0.000, 0.000, -10, -10, -10, -10, 100.000, 0.000
9.910567, 111, -10, -10, -10, -10, 40.741, 0.000, -10, -10, -10, -10, 81.389, 0.000, 39.167, 0.000, -10, -10, 0.000, 0.000, -10, -10, -10, -10, 100.000, 22.667
9.979571, 112, -10, -10, -10, -10, 40.741, 0.000, -10, -10, -10, -10, 81.389, 0.000, 39.167, 0.000, 74.444, 0.000, 0.000, 0.000, -10, -10, -10, -10, 100.000, 17.333
10.083577, 113, -10, -10, -10, -10, 56.889, 76.000, -10, -10, -10, -10, 81.389, 0.000, 28.667, 29.333, 54.444, 0.000, 2.222, 0.000, -10, -10, -10, -10, 91.778, 33.333
10.205584, 114, -10, -10, -10, -10, 66.667, 0.000, -10, -10, -10, -10, 77.222, 13.333, 22.222, 0.000, 54.444, 0.000, 6.667, 29.333, -10, -10, -10, -10, 66.111, 6.667
10.282588, 115, -10, -10, -10, -10, 66.667, 0.000, -10, -10, -10, -10, 77.222, 0.000, 22.222, 0.000, 54.444, 0.000, 6.667, 2.000, -10, -10, -10, -10, 66.111, 13.333
10.366593, 116, -10, -10, -10, -10, 74.444, 0.000, -10, -10, -10, -10, 71.333, 0.000, 31.556, 0.000, 54.444, 0.000, 10.889, 0.000, -10, -10, -10, -10, 66.111, 22.667
10.446598, 117, -10, -10, -10, -10, 74.444, 0.000, -10, -10, -10, -10, 63.556, 0.000, 38.000, 0.000, 43.778, 0.000, 4.667, 0.000, -10, -10, -10, -10, 66.111, 11.333
10.537603, 118, -10, -10, -10, -10, 68.222, 6.000, -10, -10, -10, -10, 57.778, 0.000, 51.333, 0.000, 39.333, 9.333, 0.000, 0.000, -10, -10, -10, -10, 66.111, 0.000
10.616608, 119, -10, -10, -10, -10, 74.667, 0.000, None, None, -10, -10, 57.778, 0.000, 51.333, 0.000, 39.333, 24.000, 0.000, 0.000, -10, -10, -10, -10, 73.778, 0.000
10.696612, 120, -10, -10, -10, -10, 70.000, 0.000, -10, -10, -10, -10, 57.778, 0.000, 59.778, 0.000, 39.333, 32.000, 0.000, 1.333, -10, -10, -10, -10, 79.556, 17.333
10.775617, 121, -10, -10, -10, -10, 65.556, 0.000, -10, -10, -10, -10, 57.778, 0.000, 52.444, 0.000, 34.000, 14.000, 0.000, 0.000, -10, -10, -10, -10, 83.778, 17.333
10.857621, 122, -10, -10, -10, -10, 65.556, 10.000, -10, -10, -10, -10, 64.889, 2.667, 41.778, 0.000, 41.111, 0.000, 0.000, 23.333, 70.000, 12.000, -10, -10, -10, -10
10.952627, 123, -10, -10, -10, -10, 60.222, 20.000, -10, -10, -10, -10, 64.889, 0.000, 34.000, 0.000, 46.444, 0.000, 0.000, 23.333, 70.000, 20.000, -10, -10, -10, -10
11.046632, 124, -10, -10, -10, -10, 53.333, 20.000, -10, -10, -10, -10, 64.889, 0.000, 34.000, 0.000, 46.444, 0.000, 3.778, 0.000, 64.074, 20.000, -10, -10, -10, -10
11.118636, 125, -10, -10, -10, -10, 60.889, 20.000, -10, -10, -10, -10, 51.556, 0.000, 27.111, 0.000, 46.444, 0.000, 8.222, 0.000, 64.074, 0.000, -10, -10, -10, -10
11.18664, 126, -10, -10, -10, -10, 70.222, 14.000, -10, -10, -10, -10, 51.556, 0.000, 22.444, 0.000, 46.444, 18.667, 2.444, 0.000, 64.074, 12.667, -10, -10, -10, -10
11.257644, 127, -10, -10, -10, -10, 65.778, 0.000, -10, -10, -10, -10, 51.556, 0.000, 22.444, 0.000, 40.000, 18.667, 0.000, 0.000, 55.333, 41.333, -10, -10, -10, -10
11.338649, 128, -10, -10, -10, -10, 65.778, 0.000, -10, -10, -10, -10, 51.556, 0.000, 22.444, 0.000, 40.000, 12.000, 0.000, 0.000, 55.333, 32.667, -10, -10, -10, -10
11.451655, 129, -10, -10, 24.444, 8.000, 86.889, 0.000, -10, -10, 0.000, 0.000, 56.222, 0.000, 22.444, 0.000, 40.000, 17.333, 0.000, 0.000, 41.111, 0.000, -10, -10, -10, -10
11.552661, 130, -10, -10, 30.000, 25.333, 86.889, 42.667, -10, -10, 11.111, 0.000, 75.111, 21.333, 22.444, 0.000, 40.000, 0.000, 0.000, 0.000, 37.111, 8.000, -10, -10, -10, -10
11.659667, 131, -10, -10, 34.074, 57.333, 86.889, 0.000, -10, -10, 19.630, 0.000, 81.667, 0.000, 32.500, 0.000, 40.000, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
11.767673, 132, -10, -10, 34.074, 0.000, 77.222, 0.000, -10, -10, 11.944, 0.000, 93.611, 0.000, 32.500, 0.000, 40.000, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
11.87968, 133, -10, -10, 34.074, 0.000, 56.111, 0.000, -10, -10, 11.944, 0.000, 100.000, 57.333, 23.611, 0.000, 44.167, 37.333, 1.389, 0.000, None, None, -10, -10, -10, -10
11.973685, 134, 88.333, 0.000, 43.333, 0.000, 60.278, 0.000, -10, -10, 2.778, 0.000, 100.000, 22.000, 36.111, 0.000, 39.722, 2.667, 0.000, 0.000, None, None, -10, -10, -10, -10
12.06569, 135, 88.333, 14.000, 30.556, 0.000, 60.278, 0.000, -10, -10, 0.000, 0.000, 100.000, 0.000, 47.222, 0.000, 49.722, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
12.184697, 136, 63.056, 0.000, 24.167, 0.000, None, None, -10, -10, 0.000, 0.000, 100.000, 29.333, 57.222, 0.000, 49.722, 0.000, 20.000, 0.000, None, None, -10, -10, -10, -10
12.295704, 137, None, None, None, None, None, None, -10, -10, 0.000, 0.000, 93.611, 0.000, 57.222, 30.667, 42.222, 0.000, 15.556, 0.000, None, None, -10, -10, -10, -10
12.376708, 138, None, None, None, None, None, None, -10, -10, 0.000, 0.000, 79.722, 0.000, 57.222, 13.333, 42.222, 0.000, 15.556, 0.000, None, None, -10, -10, -10, -10
12.481714, 139, None, None, None, None, None, None, -10, -10, 0.000, 0.000, 52.222, 0.000, 43.611, 13.333, 29.722, 0.000, 10.278, 0.000, None, None, -10, -10, -10, -10
12.58872, 140, None, None, None, None, None, None, -10, -10, 0.000, 0.000, 30.556, 0.000, 36.944, 36.000, 35.556, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
12.665725, 141, None, None, None, None, None, None, -10, -10, -10, -10, 30.556, 0.000, 43.111, 10.667, 35.556, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
12.75173, 142, None, None, None, None, None, None, -10, -10, -10, -10, 19.111, 0.000, 43.111, 0.000, 44.444, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
12.838735, 143, None, None, None, None, None, None, -10, -10, -10, -10, 12.889, 0.000, 52.889, 0.000, 44.444, 0.000, 0.000, 0.000, None, None, -10, -10, -10, -10
12.957741, 144, None, None, None, None, None, None, -10, -10, -10, -10, 24.222, 0.000, 70.000, 42.667, 44.444, 33.333, 2.889, 0.000, 11.111, 0.000, -10, -10, -10, -10
13.029746, 145, None, None, None, None, None, None, -10, -10, -10, -10, 29.333, 0.000, 82.667, 21.333, 29.333, 0.000, 2.889, 0.000, 26.667, 0.000, -10, -10, -10, -10
13.10775, 146, None, None, None, None, None, None, -10, -10, None, None, 29.333, 0.000, 94.222, 4.000, 29.333, 0.000, 2.889, 0.000, 26.667, 0.000, -10, -10, -10, -10
13.181754, 147, -10, -10, None, None, None, None, -10, -10, -10, -10, 33.333, 0.000, 94.222, 10.000, 29.333, 0.000, 11.556, 0.000, 26.667, 25.333, -10, -10, 40.000, 0.000
