Time,Performer_Hat/Movement,Performer_Hat/isLookingAt,Performer_Hat/isBeingLookedAtByPerformer,Performer_Hat/isBeingLookedAtByAudienceMember,Performer_Hat/isLookingAtVPScreen,Audience_01_Hat/Movement,Audience_01_Hat/isLookingAt,Audience_01_Hat/isBeingLookedAtByPerformer,Audience_01_Hat/isBeingLookedAtByAudienceMember,Audience_01_Hat/isLookingAtVPScreen,Audience_02/Movement,Audience_02/isLookingAt,Audience_02/isBeingLookedAtByPerformer,Audience_02/isBeingLookedAtByAudienceMember,Audience_02/isLookingAtVPScreen,Audience_03_Hat/Movement,Audience_03_Hat/isLookingAt,Audience_03_Hat/isBeingLookedAtByPerformer,Audience_03_Hat/isBeingLookedAtByAudienceMember,Audience_03_Hat/isLookingAtVPScreen,Audience_06_Hat/Movement,Audience_06_Hat/isLookingAt,Audience_06_Hat/isBeingLookedAtByPerformer,Audience_06_Hat/isBeingLookedAtByAudienceMember,Audience_06_Hat/isLookingAtVPScreen,Audience_07_Hat/Movement,Audience_07_Hat/isLookingAt,Audience_07_Hat/isBeingLookedAtByPerformer,Audience_07_Hat/isBeingLookedAtByAudienceMember,Audience_07_Hat/isLookingAtVPScreen,Audience_08_Hat/Movement,Audience_08_Hat/isLookingAt,Audience_08_Hat/isBeingLookedAtByPerformer,Audience_08_Hat/isBeingLookedAtByAudienceMember,Audience_08_Hat/isLookingAtVPScreen,Audience_09_Hat/Movement,Audience_09_Hat/isLookingAt,Audience_09_Hat/isBeingLookedAtByPerformer,Audience_09_Hat/isBeingLookedAtByAudienceMember,Audience_09_Hat/isLookingAtVPScreen,Audience_10_Hat/Movement,Audience_10_Hat/isLookingAt,Audience_10_Hat/isBeingLookedAtByPerformer,Audience_10_Hat/isBeingLookedAtByAudienceMember,Audience_10_Hat/isLookingAtVPScreen,Audience_11_Hat/Movement,Audience_11_Hat/isLookingAt,Audience_11_Hat/isBeingLookedAtByPerformer,Audience_11_Hat/isBeingLookedAtByAudienceMember,Audience_11_Hat/isLookingAtVPScreen
463.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,2,0,1,1,0,2,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0
463.8,0,0,0,0,0,0.49565,0,0,0,0,0.73343,0,0,1,1,0.42122,0,0,1,1,0.57519,2,0,1,0,0.56341,2,0,1,1,1.07,2,0,1,0,1.6183,2,0,0,0,1.0087,2,0,1,0,2.2533,2,0,0,0
463.9,0,0,0,0,0,0.97085,0,0,0,0,0.49912,0,0,1,1,0.46039,0,0,1,1,0.92019,2,0,1,0,0.94932,2,0,1,1,0.39574,2,0,1,0,1.0683,2,0,0,0,0.24039,2,0,1,0,2.9054,2,0,0,0
464,0,0,0,0,0,0.88929,0,0,0,0,0.45653,0,0,1,1,0.55961,0,0,1,1,0.70091,2,0,1,0,1.2765,2,0,1,1,0.35026,2,0,0,0,0.91032,2,0,0,0,0.59267,2,0,1,0,2.1695,2,0,0,0
464.1,0,0,0,0,0,0.37259,0,0,0,0,0.49267,0,0,1,1,0.4014,0,0,1,1,1.7251,2,0,1,0,0.64259,2,0,1,1,0.27291,2,0,0,0,8.7479,2,0,0,0,0.33486,2,0,1,0,1.5617,2,0,0,0
464.2,0,0,0,0,0,0.49969,0,0,0,0,0.29454,0,0,1,1,0.16362,0,0,1,1,1.3076,2,0,1,0,0.73261,2,0,1,1,0.22243,2,0,0,0,8.3392,2,0,0,0,0.26213,2,0,0,0,1.7681,2,0,0,0
464.3,0,0,0,0,0,0.42696,0,0,0,0,0.72066,0,0,1,1,0.14412,0,0,1,1,0.58217,2,0,1,0,1.183,2,0,1,1,0.36953,2,0,0,0,0.18038,2,0,0,0,0.57719,2,0,0,0,1.3989,2,0,0,0
464.4,0,0,0,0,0,0.23514,0,0,0,0,1.0669,0,0,1,1,0.51874,0,0,1,1,0.94563,2,0,1,0,1.1068,2,0,1,1,0.21892,2,0,0,0,0.59186,2,0,0,0,0.51683,2,0,0,0,0.96124,2,0,0,0
464.5,0,0,0,0,0,0.48381,0,0,0,0,0.5738,0,0,1,1,0.60417,0,0,1,1,0.46111,2,0,1,0,0.62329,2,0,1,1,0.13162,2,0,0,0,1.08,2,0,0,0,1.2565,2,0,0,0,0.63518,2,0,0,0
464.6,0,0,0,0,0,0.33911,0,0,0,0,0.29528,0,0,1,1,0.78195,0,0,1,1,0.60982,2,0,1,0,1.1897,2,0,1,1,0.20222,2,0,0,0,0.79452,2,0,0,0,1.769,2,0,0,0,0.74343,2,0,0,0
464.7,0,0,0,0,0,0.446,0,0,0,0,0.50749,0,0,1,1,0.69053,0,0,1,1,1.406,2,0,1,0,1.7199,2,0,1,0,0.33807,2,0,0,0,1.8832,2,0,0,0,1.3275,2,0,1,0,0.44101,2,0,0,0
464.8,0,0,0,0,0,0.78339,0,0,0,0,1.1048,0,0,1,1,0.598,0,0,1,1,0.41384,2,0,1,0,1.335,2,0,1,1,0.16367,2,0,0,0,2.3691,2,0,0,0,1.1416,2,0,1,0,0.17215,2,0,0,0
464.9,0,0,0,0,0,0.30206,0,0,0,0,1.6082,0,0,1,1,0.4508,0,0,1,1,0.75923,2,0,1,0,1.4759,2,0,1,1,0.39849,2,0,0,0,0.82123,2,0,0,0,1.003,2,0,1,0,0.53049,2,0,0,0
465,0,0,0,1,0,0.2038,0,0,0,0,2.1673,0,0,1,0,0.4318,0,0,1,1,1.1228,2,0,1,0,6.5416,2,0,1,0,0.34419,2,0,0,0,1.1733,2,0,0,0,0.7017,2,0,1,0,0.90588,2,0,0,0
465.1,0,0,0,0,0,0.53039,0,0,0,0,1.3921,0,0,1,0,0.67924,0,0,1,1,0.40303,2,0,1,0,7.6264,2,0,1,0,0.21724,2,0,0,0,0.40581,2,0,0,0,0.68538,2,0,1,0,0.39945,2,0,0,0
465.2,0,0,0,0,0,0.28634,0,0,0,0,1.0064,0,0,1,0,0.7266,0,0,1,1,0.62703,2,0,1,0,2.3607,2,0,1,0,0.34079,2,0,0,0,0.32444,2,0,0,0,0.77002,2,0,1,0,0.77928,2,0,0,0
465.3,0,0,0,0,0,0.33123,0,0,0,0,0.97029,0,0,1,0,0.4737,0,0,1,1,0.83707,2,0,1,0,0.33628,2,0,1,0,0.25989,2,0,0,0,1.11,2,0,0,0,0.45338,2,0,1,0,0.71286,2,0,0,0
465.4,0,0,0,0,0,0.34047,0,0,0,0,0.9315,0,0,1,0,0.31901,0,0,1,1,0.42993,2,0,1,0,0.7072,2,0,1,0,0.159,2,0,0,0,40.399,3,0,0,1,0.66374,2,0,0,0,0.50141,2,0,0,0
465.5,0,0,0,0,0,0.99197,0,0,0,0,1.6979,0,0,1,0,0.75331,0,0,1,1,0.51674,2,0,1,0,0.7753,2,0,1,0,0.364,2,0,0,0,39.847,2,0,0,0,0.33248,2,0,1,0,0.11778,2,0,0,0
465.6,0,0,0,0,0,1.2237,0,0,0,0,1.8761,0,0,1,1,0.74161,0,0,1,1,0.93873,2,0,1,0,0.30546,2,0,1,0,0.19598,2,0,0,0,0.43206,2,0,0,0,0.51093,2,0,1,0,0.70641,2,0,0,0
465.7,0,0,0,0,0,0.36528,0,0,0,0,1.638,0,0,1,1,0.50091,0,0,1,1,0.57987,2,0,1,0,0.45705,2,0,1,0,0.13401,2,0,0,0,0.85471,2,0,0,0,1.3756,2,0,1,0,0.77076,2,0,0,0
465.8,0,0,0,0,0,0.35542,0,0,0,0,0.84363,0,0,1,1,0.27662,0,0,1,1,1.1427,2,0,1,0,0.81486,2,0,1,0,0.27609,2,0,0,0,0.31737,2,0,0,0,3.029,2,0,1,0,0.93308,2,0,0,0
465.9,0,0,0,0,0,0.49836,0,0,0,0,1.2154,0,0,1,1,0.27749,0,0,1,1,1.1251,2,0,1,0,0.46593,2,0,1,0,0.4203,2,0,0,0,0.46655,2,0,0,0,2.829,2,0,1,0,0.72589,2,0,0,0
466,0,0,0,0,0,0.93884,0,0,0,0,0.48848,0,0,1,1,0.52234,0,0,1,1,1.113,2,0,1,0,0.79618,2,0,1,0,0.18438,2,0,0,0,0.36025,2,0,0,0,1.4514,2,0,1,0,0.42392,2,0,0,0
466.1,0,0,0,0,0,0.59768,0,0,1,0,0.51133,0,0,1,1,0.51061,0,0,1,1,1.5851,2,0,1,0,0.65511,2,0,1,0,0.23515,2,0,0,0,0.21417,2,0,0,0,0.91092,2,0,1,0,0.12024,2,0,0,0
466.2,0,0,0,0,0,0.40051,0,0,1,0,0.18454,0,0,1,1,0.78931,0,0,1,1,0.68036,2,0,1,0,0.73029,2,0,1,0,0.14999,2,0,0,0,0.32922,2,0,0,0,1.4135,2,0,1,0,0.39251,2,0,0,0
466.3,0,0,0,0,0,0.44258,0,0,1,0,0.27964,0,0,1,1,0.67982,0,0,1,1,0.53546,2,0,1,0,0.59046,2,0,1,0,0.19954,2,0,0,0,0.060066,2,0,0,0,2.017,2,0,1,0,0.40027,2,0,0,0
466.4,0,0,0,0,0,0.3267,0,0,1,0,0.57413,0,0,1,1,0.85333,0,0,1,1,0.92709,2,0,1,0,2.5136,2,0,1,0,0.20661,2,0,0,0,0.37827,2,0,0,0,1.4665,2,0,1,0,0.58155,2,0,0,0
466.5,0,0,0,1,0,1.4577,0,0,0,0,0.66836,0,0,1,1,0.15782,0,0,1,1,0.9613,2,0,1,0,2.0219,2,0,1,0,0.11397,2,0,0,0,0.62784,2,0,0,0,1.1002,2,0,1,0,0.23704,2,0,0,0
466.6,0,0,0,1,0,2.3182,0,0,0,0,0.38207,0,0,1,1,0.20556,0,0,1,1,0.4574,2,0,1,0,1.4935,2,0,1,0,0.070727,2,0,0,0,0.537,2,0,0,0,0.81466,2,0,1,0,0.43674,2,0,0,0
466.7,0,0,0,1,0,1.799,0,0,0,0,0.20005,0,0,1,1,0.20549,0,0,1,1,0.904,2,0,1,0,1.3105,2,0,1,0,0.22373,2,0,0,0,0.29383,2,0,0,0,1.8159,2,0,1,0,0.49438,2,0,0,0
466.8,0,0,0,1,0,1.515,0,0,0,0,0.15638,0,0,1,1,0.58109,0,0,1,1,1.3928,2,0,1,0,0.52215,2,0,1,0,0.13706,2,0,0,0,0.4915,2,0,0,0,1.7356,2,0,1,0,0.70792,2,0,0,1
466.9,0,0,0,1,0,1.0496,0,0,0,0,0.21344,0,0,1,1,0.17155,0,0,1,1,0.96841,2,0,1,0,1.201,2,0,1,0,0.30643,2,0,0,0,0.61717,2,0,0,0,0.6551,2,0,1,0,0.76565,2,0,0,0
467,0,0,0,0,0,0.35575,0,0,0,0,0.65042,0,0,1,1,0.15592,0,0,1,1,2.0867,2,0,1,0,3.9494,2,0,1,0,0.1068,2,0,0,0,0.55748,2,0,0,0,0.63946,2,0,1,0,0.38953,2,0,0,0
467.1,0,0,0,0,0,0.36275,0,0,0,0,0.42246,0,0,1,1,0.071153,0,0,1,1,3.6398,2,0,1,0,5.5079,2,0,1,0,0.25008,2,0,0,0,0.46263,2,0,0,0,0.78199,2,0,1,0,0.63335,2,0,0,0
467.2,0,0,0,0,0,0.23648,0,0,0,0,0.48821,0,0,1,1,0.34004,0,0,1,1,2.3616,2,0,1,0,2.9624,2,0,1,0,0.1689,2,0,0,0,0.2355,2,0,0,0,3.691,2,0,1,0,1.7616,2,0,0,0
467.3,0,0,0,0,0,0.16924,0,0,1,0,0.2225,0,0,0,1,0.40141,0,0,1,1,1.1216,2,0,1,0,0.90598,2,0,1,0,0.13123,2,0,0,0,0.34,2,0,0,0,4.2863,2,0,1,0,1.2693,2,0,0,0
467.4,0,0,0,0,0,0.36946,0,0,1,0,0.30351,0,0,0,1,0.45936,0,0,1,1,1.7438,2,0,1,0,0.53345,2,0,1,0,0.25538,2,0,0,0,0.20476,2,0,0,0,2.4241,2,0,1,0,1.0903,2,0,0,0
467.5,0,0,0,0,0,1.1818,0,0,1,0,0.21909,0,0,0,1,0.47793,0,0,1,1,2.7407,2,0,1,0,0.77546,2,0,1,0,0.32732,2,0,0,0,0.88241,2,0,0,0,1.2995,2,0,1,0,1.5653,2,0,0,0
467.6,0,0,0,0,0,1.757,0,0,1,0,0.50301,0,0,0,1,0.27231,0,0,1,1,2.8397,2,0,1,0,0.79124,2,0,1,0,0.19097,2,0,0,0,2.4687,2,0,0,0,1.0224,2,0,1,0,0.83902,2,0,0,0
467.7,0,0,0,0,0,1.8229,0,0,1,0,0.49257,0,0,0,1,0.26899,0,0,1,1,1.1852,2,0,1,0,0.82924,2,0,1,0,0.26991,2,0,1,0,2.9111,2,0,0,0,0.56772,2,0,1,0,0.37284,2,0,0,0
467.8,0,0,0,0,0,1.5068,0,0,1,0,0.1959,0,0,0,1,0.33152,0,0,1,1,1.2241,2,0,1,0,0.53017,2,0,1,0,0.32457,2,0,1,1,1.8186,2,0,0,0,0.72918,2,0,1,0,0.19181,2,0,0,0
467.9,0,0,0,0,0,1.0651,0,0,1,0,0.22988,0,0,1,1,0.3289,0,0,1,1,1.3246,2,0,1,0,0.30969,2,0,1,0,0.075699,2,0,1,1,0.9568,2,0,0,0,1.3627,2,0,1,0,0.71278,2,0,0,0
468,0,0,0,0,0,0.41367,0,0,1,0,0.18624,0,0,1,1,0.17048,0,0,1,1,0.77305,2,0,1,0,0.71565,2,0,1,0,0.44227,2,0,1,0,0.5874,2,0,0,0,3.0046,2,0,1,0,0.61128,2,0,0,0
468.1,0,0,0,0,0,0.32124,0,0,0,0,0.86357,0,0,1,1,0.33223,0,0,1,1,0.80745,2,0,1,0,1.6399,2,0,1,0,0.39482,2,0,1,1,0.94944,2,0,0,0,4.4033,2,0,1,0,0.41366,2,0,0,0
468.2,0,0,0,0,0,0.73869,0,0,0,0,0.52724,0,0,1,1,0.2032,0,0,1,1,0.37489,2,0,1,0,0.88716,2,0,1,0,0.17845,2,0,1,1,1.139,2,0,0,0,2.9827,2,0,1,0,0.6898,2,0,0,0
468.3,0,0,0,0,0,1.5867,0,0,0,0,0.97885,0,0,1,1,0.25204,0,0,1,1,0.64443,2,0,1,0,0.69259,2,0,1,0,0.19281,2,0,1,0,1.0822,2,0,0,0,0.74446,2,0,1,0,0.57163,2,0,0,0
468.4,0,0,0,0,0,2.3096,0,0,0,0,2.7218,0,0,1,0,0.10957,0,0,1,1,0.58155,2,0,1,0,0.54994,2,0,1,0,0.13539,2,0,1,1,1.1986,2,0,0,0,0.84819,2,0,1,0,0.42635,2,0,0,0
468.5,0,0,0,0,0,1.1504,0,0,0,1,1.9321,0,0,1,0,0.59441,0,0,1,1,0.55246,2,0,1,0,2.1599,2,0,1,0,0.25644,2,0,1,1,0.6291,2,0,0,0,2.137,2,0,1,0,0.70997,2,0,0,0
468.6,0,0,0,0,0,0.96126,0,0,1,1,0.41136,0,0,1,0,0.38563,0,0,1,1,0.43916,2,0,1,0,1.5635,2,0,1,0,0.13329,2,0,0,1,0.80788,2,0,0,0,5.3698,2,0,1,0,0.83635,2,0,0,0
468.7,0,0,0,0,0,0.099378,0,0,0,1,1.5914,0,0,1,0,0.37444,0,0,1,1,1.0208,2,0,1,0,1.015,2,0,1,0,0.094729,2,0,0,1,1.055,2,0,2,0,6.3438,2,0,2,0,0.51776,2,0,0,0
468.8,0,0,0,0,0,0.61127,0,0,0,1,2.0057,0,0,1,1,0.32901,0,0,1,1,0.9971,2,0,1,0,1.231,2,0,1,0,0.24854,2,0,1,1,2.0251,2,0,2,0,3.587,2,0,2,0,0.33641,2,0,0,0
468.9,0,0,0,0,0,1.4385,0,0,0,0,1.3354,0,0,1,1,0.048032,0,0,1,1,0.38194,2,0,1,0,0.5928,2,0,1,0,0.2163,2,0,1,1,2.7544,2,0,2,0,1.3627,2,0,2,0,1.2525,2,0,0,0
469,0,0,0,0,0,1.2712,0,0,0,0,0.92133,0,0,1,1,0.062075,0,0,1,1,0.41571,2,0,1,0,1.2586,2,0,1,0,0.33376,2,0,1,0,0.60043,2,0,2,0,1.1524,2,0,2,0,0.47404,2,0,0,0
469.1,0,0,0,0,0,1.0969,0,0,0,0,0.49795,0,0,1,1,0.21619,0,0,1,1,0.6674,2,0,1,0,1.1273,2,0,1,0,0.15678,2,0,1,0,0.4878,2,0,2,0,1.1775,2,0,2,0,0.49284,2,0,0,0
469.2,0,0,0,0,0,0.48286,0,0,0,0,0.53335,0,0,1,1,0.99162,0,0,1,1,0.83556,2,0,1,0,0.51915,2,0,1,0,0.12,2,0,1,0,0.7073,2,0,2,0,0.98878,2,0,2,0,0.24355,2,0,0,0
469.3,0,0,0,0,0,0.48911,0,0,0,0,1.0552,0,0,1,1,0.92452,0,0,1,1,1.1619,2,0,1,0,0.70699,2,0,1,0,0.17711,2,0,1,0,0.38863,2,0,2,0,0.87737,2,0,2,0,0.67629,2,0,0,0
469.4,0,0,0,0,0,0.26303,0,0,0,0,3.4299,0,0,1,0,0.3538,0,0,1,1,0.89171,2,0,1,0,3.1881,2,0,1,0,0.19455,2,0,1,0,0.55185,2,0,2,0,2.2435,2,0,2,0,0.64543,2,0,0,0
469.5,0,0,0,0,0,0.78351,0,0,0,0,5.6315,0,0,1,0,0.33483,0,0,1,1,0.52789,2,0,1,0,6.7657,2,0,1,0,0.09524,2,0,1,0,1.5156,2,0,2,0,1.5417,2,0,2,0,0.5341,2,0,0,0
469.6,0,0,0,0,0,0.68077,0,0,0,0,4.7208,0,0,1,0,0.46315,0,0,1,1,0.26173,2,0,1,0,6.3751,2,0,1,0,0.20067,2,0,0,0,1.487,2,0,2,0,2.4693,2,0,2,0,0.52604,2,0,0,0
469.7,0,0,0,0,0,0.5063,0,0,1,0,1.6215,2,0,1,0,0.29743,0,0,1,1,0.54812,2,0,1,0,4.1614,2,0,1,0,0.28214,2,0,0,0,0.6807,2,0,0,0,6.6047,2,0,1,0,0.41175,2,0,0,0
469.8,0,0,0,0,0,0.74421,0,0,0,0,0.6392,2,0,1,0,0.15551,0,0,1,1,0.56059,2,0,1,0,2.519,2,0,1,0,0.20467,2,0,0,0,0.67177,2,0,0,0,8.7791,2,0,1,1,0.32725,2,0,0,0
469.9,0,0,0,0,0,0.36826,0,0,0,0,0.3744,2,0,1,0,0.26733,0,0,1,1,0.80026,2,0,1,0,0.82982,2,0,1,0,0.15495,2,0,0,1,0.25048,2,0,0,0,6.7262,2,0,1,0,0.28763,2,0,0,0
470,0,0,0,0,0,0.35463,0,0,0,0,1.9279,0,0,1,0,0.27946,0,0,1,1,0.34377,2,0,1,0,1.3535,2,0,1,0,0.42236,2,0,0,0,0.1328,2,0,0,0,2.7276,2,0,1,0,0.51621,2,0,0,0
470.1,0,0,0,0,0,0.61698,0,0,0,0,1.6265,0,0,1,0,0.35119,0,0,1,1,0.73483,2,0,1,0,0.89009,2,0,1,0,0.23779,2,0,0,1,0.26831,2,0,0,0,0.7779,2,0,1,0,0.84022,2,0,0,0
470.2,0,0,0,0,0,0.73973,0,0,0,0,0.90865,0,0,1,0,0.22984,0,0,1,1,1.0418,2,0,1,0,0.55117,2,0,1,0,0.58188,2,0,1,1,0.42542,2,0,0,0,1.9352,2,0,1,0,6.0773,2,0,0,0
470.3,0,0,0,0,0,0.34624,0,0,0,0,0.87884,0,0,1,0,0.29567,0,0,1,1,0.93165,2,0,1,0,1.36,2,0,1,0,0.41403,2,0,1,1,0.38963,2,0,0,0,2.9236,2,0,1,0,10.426,2,0,0,0
470.4,0,0,0,0,0,0.53657,0,0,0,0,0.56788,0,0,1,0,0.42889,0,0,1,1,1.4585,2,0,1,0,1.4947,2,0,1,0,0.44396,2,0,0,1,0.39281,2,0,0,0,2.2651,2,0,1,1,5.3265,0,0,0,0
470.5,0,0,0,0,0,0.63444,0,0,0,0,0.64255,0,0,1,0,0.4496,0,0,1,1,1.4549,2,0,1,0,1.5362,2,0,1,0,0.6987,2,0,0,1,0.44594,2,0,0,0,1.301,2,0,1,1,1.441,0,0,0,0
470.6,0,0,0,0,0,0.92949,0,0,0,0,0.39163,0,0,1,0,0.46978,0,0,1,1,0.36062,2,0,1,0,2.3161,2,0,1,0,2.7325,0,0,0,1,0.50335,2,0,0,0,0.84957,2,0,1,1,0.73437,0,0,0,0
470.7,0,0,0,0,0,0.42158,0,0,0,0,0.24199,0,0,1,0,0.77749,0,0,1,0,0.61916,2,0,1,0,0.66463,2,0,1,0,3.3469,0,0,0,0,0.1254,2,0,0,0,1.0024,2,0,1,1,0.68285,0,0,0,0
470.8,0,0,0,0,0,0.67118,0,0,0,0,0.50987,2,0,1,0,0.91242,0,0,1,0,0.61957,2,0,1,0,0.83937,2,0,1,0,2.6443,0,0,0,0,0.15606,2,0,0,0,1.8468,2,0,1,1,0.62757,0,0,0,0
470.9,197.83,0,0,0,0,0.31187,0,0,0,0,0.1825,2,0,1,0,1.1357,0,0,1,0,0.47952,2,0,1,0,0.69037,2,0,1,0,2.6005,0,0,0,0,0.49902,2,0,0,0,0.7331,2,0,1,1,1.0403,0,0,0,0
471,6.4163,0,0,1,0,0.6108,0,0,0,0,0.44098,2,0,1,0,1.3757,0,0,1,0,0.33138,2,0,1,0,0.75379,2,0,1,0,1.2685,1,0,1,0,0.28357,2,0,0,0,1.3734,2,0,1,1,3.6649,2,0,0,0
471.1,7.1856,0,0,1,0,0.61267,0,0,0,0,0.21695,2,0,1,0,1.2845,0,0,1,0,0.7623,2,0,1,0,0.64201,2,0,1,0,1.5395,1,0,1,0,0.57756,2,0,0,0,2.714,2,0,1,1,4.5798,2,0,0,0
471.2,48.507,0,0,1,0,1.4016,0,0,0,1,0.50575,1,0,1,0,1.2861,0,0,1,0,0.86711,2,0,1,0,0.78694,2,0,1,0,1.5954,1,0,1,0,0.42921,2,0,0,0,3.8328,2,0,1,0,2.215,2,0,0,0
471.3,41.422,3,0,1,0,1.4668,0,0,0,1,0.36294,1,0,1,0,1.1456,0,0,1,0,0.60566,2,0,1,0,0.51937,2,0,1,0,1.2743,1,0,1,0,0.28921,2,0,0,0,2.2834,2,0,1,0,1.6055,2,0,0,0
471.4,10.746,3,0,1,0,0.47369,0,0,0,1,0.62113,1,0,1,0,1.1244,0,0,1,0,0.86121,2,0,1,0,0.52889,2,0,1,0,1.0727,1,0,1,0,0.52684,2,0,0,0,1.1223,1,0,1,0,1.5072,2,0,0,0
471.5,9.0139,3,0,1,0,0.22455,0,0,0,1,0.48408,1,0,1,0,0.49784,1,0,1,0,0.92457,2,0,1,0,0.4825,2,0,1,0,0.86259,1,0,1,0,0.7358,2,0,0,0,0.79609,1,0,1,0,1.0304,2,0,0,0
471.6,8.4773,3,0,1,0,0.21774,0,0,0,1,0.44319,1,0,1,0,0.66665,1,0,1,0,0.49389,2,0,1,0,0.64859,2,0,1,0,1.1113,1,0,1,0,0.70179,2,0,0,0,1.3855,1,0,1,0,0.83534,2,0,0,0
471.7,9.4163,3,0,1,0,0.17627,0,0,0,1,0.76253,1,0,1,0,0.74728,1,0,1,0,0.3161,2,0,1,0,0.62682,2,0,1,0,0.82617,1,0,1,0,0.61915,2,0,0,0,2.1359,2,0,1,0,0.8617,2,0,0,0
471.8,11.693,3,0,1,0,0.23871,0,0,0,1,0.46562,1,0,1,0,0.68127,1,0,1,0,0.39247,2,0,1,0,0.73557,2,0,1,0,0.89137,1,0,1,0,0.30986,2,0,0,0,1.3862,2,0,1,0,0.58804,2,0,0,0
471.9,13.88,3,0,1,0,0.1597,0,0,0,1,0.84353,1,0,1,0,0.66712,1,0,1,0,2.1531,1,0,1,0,0.80473,2,0,1,0,1.0828,1,0,1,0,0.1237,2,0,0,0,1.3787,2,0,1,0,0.65835,2,0,0,0
472,11.343,3,0,1,0,0.37055,0,0,0,1,0.92093,1,0,1,0,0.97484,1,0,1,0,1.0217,1,0,1,0,1.4289,2,0,1,0,0.64849,1,0,1,0,0.69044,2,0,0,0,1.3745,2,0,1,0,0.64243,2,0,0,0
472.1,8.4547,3,0,1,0,0.44526,0,0,0,1,0.88456,1,0,1,0,0.9788,1,0,1,0,0.4692,1,0,1,0,1.1601,2,0,1,0,0.72266,1,0,0,0,0.96179,2,0,0,0,1.4252,2,0,1,0,0.73316,2,0,0,0
472.2,8.466,3,0,1,0,0.3351,0,0,0,1,0.85929,1,0,1,0,0.97273,1,0,1,0,0.80378,1,0,1,0,1.4328,2,0,1,0,0.58008,1,0,0,0,0.89688,2,0,0,0,1.0411,2,0,1,0,1.1779,2,0,0,0
472.3,7.1237,3,0,1,0,0.37491,0,0,0,1,0.79055,1,0,1,0,1.119,1,0,1,0,0.29015,1,0,1,0,1.325,2,0,1,0,0.57776,1,0,0,0,0.29397,2,0,0,0,0.92701,2,0,1,0,0.83144,2,0,0,0
472.4,7.7405,3,0,1,0,0.40279,0,0,0,1,0.90905,1,0,1,0,0.7457,1,0,1,0,0.72699,1,0,1,0,0.96011,2,0,1,0,0.43207,1,0,0,0,16.305,0,0,0,0,1.075,2,0,0,0,0.49678,2,0,0,0
472.5,9.6841,3,0,1,0,0.18257,0,0,0,1,0.84372,1,0,1,0,0.6585,1,0,1,0,0.63551,2,0,1,0,1.2662,2,0,1,0,0.57695,1,0,0,0,16.252,2,0,0,0,1.5242,2,0,1,0,1.0809,2,0,0,0
472.6,9.1609,3,0,1,0,0.42264,0,0,0,1,0.67678,1,0,1,0,0.70606,1,0,1,1,0.19868,2,0,1,0,1.1696,2,0,1,1,0.60145,1,0,0,0,0.12661,2,0,0,0,1.411,2,0,0,0,1.0107,2,0,0,0
472.7,5.5289,3,0,1,0,0.61549,0,0,0,1,0.72143,1,0,1,0,0.97673,1,0,1,1,1.0469,2,0,1,0,1.6916,2,0,1,1,0.46486,1,0,0,0,0.39694,2,0,0,0,1.7024,2,0,0,0,0.96607,2,0,0,0
472.8,5.4723,3,0,1,0,0.46295,0,0,0,1,0.77196,1,0,1,0,0.85395,1,0,1,1,0.22281,2,0,1,0,2.3882,2,0,1,1,0.41757,1,0,0,0,0.69831,2,0,0,0,1.2818,2,0,0,0,1.5745,2,0,0,0
472.9,6.6985,3,0,1,0,0.18918,0,0,0,1,0.58077,1,0,1,0,0.62084,1,0,1,1,0.45971,2,0,1,0,3.9872,1,0,1,1,0.29997,1,0,0,0,0.19397,2,0,0,0,1.2273,2,0,0,0,1.863,2,0,0,0
473,7.3095,3,0,1,1,0.32541,0,0,0,0,0.39067,1,0,1,0,0.47982,1,0,1,1,0.5174,2,0,1,0,3.5985,2,0,1,0,0.29266,1,0,0,0,0.28915,2,0,0,0,1.0124,2,0,0,0,1.5038,2,0,0,0
473.1,8.3726,2,0,1,1,0.55444,1,0,0,0,0.33351,1,2,1,0,0.63713,1,0,1,1,0.31639,2,0,1,0,1.5434,2,0,1,0,0.53392,1,0,0,0,0.3253,2,0,0,0,0.8006,2,0,0,0,1.1622,2,0,0,0
473.2,7.1858,2,0,1,1,0.3107,1,0,0,0,0.31128,1,2,1,0,0.64305,1,0,1,1,0.28451,2,0,1,0,0.4156,2,0,1,0,0.37586,1,0,0,0,0.54013,2,0,0,0,0.43076,2,0,0,0,0.99818,2,0,0,0
473.3,4.9917,2,0,1,1,0.41693,1,0,0,0,0.35692,1,2,1,0,0.60835,1,0,1,1,0.65121,2,1,1,0,2.2563,2,0,1,1,0.44382,1,0,0,0,0.30721,2,0,0,0,0.33815,2,0,0,0,0.74195,2,0,0,0
473.4,3.491,2,0,1,1,0.22255,1,0,0,0,0.10618,1,2,1,0,0.7696,1,2,1,1,0.58431,2,1,1,0,1.0459,2,0,1,1,0.16888,1,0,0,0,0.47956,2,0,0,0,0.22962,2,1,0,0,0.56463,2,0,0,0
473.5,2.7294,2,0,1,1,0.4435,1,0,0,0,0.15588,1,2,1,0,1.0965,1,2,1,1,0.5475,2,2,1,0,0.5451,2,2,1,1,0.2324,1,0,0,0,0.13789,2,0,0,0,0.22487,2,2,0,0,1.2127,2,0,0,0
