Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 13 Laugh, 14 Laugh
Time,Duration,TrackName,comment
842120,36039,10 Laugh,Not Laughing
854120,1559,07 Laugh,Smiling
854881,2718,11 Laugh,Smiling
855680,15559,07 Laugh,Not Laughing
857600,5319,11 Laugh,Laughing
862920,5799,11 Laugh,Not Laughing
863800,2319,09 Laugh,Smiling
866120,3799,09 Laugh,Not Laughing
868720,6759,11 Laugh,Smiling
869920,12999,09 Laugh,Smiling
870001,16478,06 Laugh,Indeterminate
870521,4398,08 Laugh,Smiling
871240,14417,07 Laugh,Smiling
872521,8681,14 Laugh,Smiling
874960,2959,08 Laugh,Not Laughing
875480,11972,11 Laugh,Laughing
877920,7999,08 Laugh,Smiling
878160,7680,10 Laugh,Smiling
881202,14878,14 Laugh,Not Laughing
882920,2520,09 Laugh,Laughing
885441,5879,09 Laugh,Smiling
885657,6029,07 Laugh,Not Laughing
885841,10958,10 Laugh,Not Laughing
885960,10399,08 Laugh,Not Laughing
886480,9679,06 Laugh,Not Laughing
887452,13868,11 Laugh,Smiling
891321,3959,09 Laugh,Laughing
891686,4834,07 Laugh,Smiling
895281,6999,09 Laugh,Smiling
896081,4838,14 Laugh,Smiling
896160,5959,06 Laugh,Smiling
896360,6439,08 Laugh,Smiling
896521,6518,07 Laugh,Laughing
896800,8559,10 Laugh,Smiling
900920,168519,14 Laugh,Not Laughing
901321,1,11 Laugh,(null)
901323,36036,11 Laugh,Not Laughing
902120,36840,06 Laugh,Not Laughing
902281,52599,09 Laugh,Not Laughing
902840,23399,08 Laugh,Not Laughing
903040,36439,07 Laugh,Not Laughing
905360,36879,10 Laugh,Not Laughing
926240,2479,08 Laugh,Indeterminate
928720,9879,08 Laugh,Not Laughing
937360,4280,11 Laugh,Smiling
938600,8879,08 Laugh,Smiling
938919,14521,13 Laugh,Smiling
938961,7479,06 Laugh,Smiling
939480,5199,07 Laugh,Smiling
941641,9879,11 Laugh,Laughing
942240,43119,10 Laugh,Smiling
944680,7559,07 Laugh,Not Laughing
946441,6759,06 Laugh,Not Laughing
947480,5199,08 Laugh,Not Laughing
951521,4559,11 Laugh,Not Laughing
952240,5799,07 Laugh,Laughing
952680,10520,08 Laugh,Smiling
953201,1158,06 Laugh,Laughing
953479,122321,13 Laugh,Not Laughing
954360,5640,06 Laugh,Indeterminate
954881,13545,09 Laugh,Smiling
956081,22320,11 Laugh,Smiling
958040,1439,07 Laugh,Smiling
959480,10239,07 Laugh,Not Laughing
960001,5399,06 Laugh,Not Laughing
963201,6918,08 Laugh,Not Laughing
965401,4318,06 Laugh,Smiling
968426,9410,09 Laugh,Laughing
969720,2519,06 Laugh,Laughing
969720,2839,07 Laugh,Laughing
970120,10119,08 Laugh,Smiling
