Time,Performer_Hat/Movement,Performer_Hat/isLookingAt,Performer_Hat/isBeingLookedAtByPerformer,Performer_Hat/isBeingLookedAtByAudienceMember,Audience_01_Hat/Movement,Audience_01_Hat/isLookingAt,Audience_01_Hat/isBeingLookedAtByPerformer,Audience_01_Hat/isBeingLookedAtByAudienceMember,Audience_02/Movement,Audience_02/isLookingAt,Audience_02/isBeingLookedAtByPerformer,Audience_02/isBeingLookedAtByAudienceMember,Audience_03_Hat/Movement,Audience_03_Hat/isLookingAt,Audience_03_Hat/isBeingLookedAtByPerformer,Audience_03_Hat/isBeingLookedAtByAudienceMember,Audience_06_Hat/Movement,Audience_06_Hat/isLookingAt,Audience_06_Hat/isBeingLookedAtByPerformer,Audience_06_Hat/isBeingLookedAtByAudienceMember,Audience_07_Hat/Movement,Audience_07_Hat/isLookingAt,Audience_07_Hat/isBeingLookedAtByPerformer,Audience_07_Hat/isBeingLookedAtByAudienceMember,Audience_08_Hat/Movement,Audience_08_Hat/isLookingAt,Audience_08_Hat/isBeingLookedAtByPerformer,Audience_08_Hat/isBeingLookedAtByAudienceMember,Audience_09_Hat/Movement,Audience_09_Hat/isLookingAt,Audience_09_Hat/isBeingLookedAtByPerformer,Audience_09_Hat/isBeingLookedAtByAudienceMember,Audience_10_Hat/Movement,Audience_10_Hat/isLookingAt,Audience_10_Hat/isBeingLookedAtByPerformer,Audience_10_Hat/isBeingLookedAtByAudienceMember,Audience_11_Hat/Movement,Audience_11_Hat/isLookingAt,Audience_11_Hat/isBeingLookedAtByPerformer,Audience_11_Hat/isBeingLookedAtByAudienceMember
464,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0
464.1,0,0,0,0,0.53641,0,0,1,0.7831,0,0,1,0.38976,0,0,1,0.4511,2,0,1,0.48458,2,0,1,1.1278,0,0,0,1.696,2,0,0,1.0353,2,0,0,2.2549,1,0,0
464.2,0,0,0,0,0.98214,0,0,1,0.39107,1,0,1,0.54222,0,0,1,0.6852,2,0,1,0.95938,2,0,1,0.4098,0,0,0,1.0833,2,0,0,0.13501,2,0,0,2.9801,1,0,0
464.3,0,0,0,0,0.56234,0,0,1,0.35769,0,0,1,0.61832,0,0,1,0.70015,2,0,1,1.2816,2,0,1,0.42151,0,0,0,0.96264,2,0,0,0.69525,2,0,0,2.2805,1,0,0
464.4,0,0,0,0,0.6147,0,0,1,0.53683,0,0,1,0.31238,0,0,1,1.1784,2,0,1,0.69656,2,0,1,0.25889,0,0,0,2.2943,2,0,0,0.30678,2,0,0,1.6997,2,0,0
464.5,0,0,0,0,0.62099,0,0,1,0.37869,0,0,1,0.18303,0,0,1,0.86219,2,0,1,0.91207,2,0,1,0.25217,0,0,0,1.9115,2,0,0,0.25346,2,0,0,1.8167,2,0,0
464.6,0,0,0,0,0.46046,0,0,1,0.52623,0,0,1,0.15045,0,0,1,0.70896,2,0,1,1.0601,2,0,1,0.37677,0,0,0,0.19902,2,0,0,0.54852,2,0,0,1.5147,2,0,0
464.7,0,0,0,0,0.24955,0,0,1,0.7516,0,0,1,0.40016,0,0,1,0.79036,2,0,1,1.1151,2,0,1,0.18198,0,0,0,0.62975,2,0,0,0.54903,2,0,0,1.0097,2,0,0
464.8,0,0,0,0,0.36297,0,0,1,0.36668,0,0,1,0.51067,0,0,1,0.44796,2,0,1,0.67714,2,0,1,0.1472,0,0,0,1.2117,2,0,0,1.3277,2,0,0,0.56467,2,0,0
464.9,0,0,0,0,0.37051,0,0,1,0.23072,0,0,1,0.87085,0,0,1,0.57327,2,0,1,1.1321,2,0,1,0.13837,0,0,0,0.84986,2,0,0,1.8697,2,0,0,0.74627,2,0,0
465,0,0,0,0,0.47224,0,0,1,0.60645,0,0,1,0.71051,0,0,1,1.0755,2,0,1,1.5899,2,0,1,0.2501,0,0,0,1.8983,2,0,0,1.4002,2,0,0,0.47381,2,0,0
465.1,0,0,0,0,0.52714,0,0,1,1.3762,0,0,1,0.74109,0,0,1,0.45867,2,0,1,1.4375,2,0,1,0.15575,0,0,0,2.222,2,0,0,1.2028,2,0,0,0.17843,2,0,0
465.2,0,0,0,0,0.27638,0,0,1,1.7348,0,0,1,0.53081,0,0,1,0.8125,2,0,1,1.9373,1,0,1,0.35581,0,0,0,0.85443,2,0,0,0.89537,2,0,0,0.54749,2,0,0
465.3,0,0,0,0,0.16345,0,0,1,2.0812,0,0,1,0.44109,0,0,1,0.7348,2,0,1,5.7532,1,0,1,0.23115,0,0,0,0.96237,2,0,0,0.59179,2,0,0,0.92592,2,0,0
465.4,0,0,0,0,0.23363,0,0,1,1.4774,1,0,1,0.73278,0,0,1,0.342,2,0,1,6.6173,1,0,1,0.21794,0,0,0,0.42154,2,0,0,0.73506,2,0,0,0.40124,2,0,0
465.5,0,0,0,0,0.29874,0,0,1,0.91337,1,0,1,0.77508,0,0,1,0.47307,2,0,1,2.0966,1,0,1,0.31992,0,0,0,0.36467,2,0,0,0.7047,2,0,0,0.7897,1,0,0
465.6,0,0,0,1,0.26928,0,0,1,1.1687,1,0,1,0.58403,0,0,1,0.6611,2,0,1,0.42163,1,0,1,0.18586,0,0,0,1.1597,2,0,0,0.42178,2,0,0,0.77727,1,1,0
465.7,0,0,0,1,0.35456,0,0,0,1.1326,1,0,1,0.38379,0,0,1,0.51008,2,0,1,0.79567,1,0,1,0.17579,0,0,0,40.591,0,0,0,0.74816,2,0,0,0.46618,1,1,0
465.8,0,0,0,1,0.7726,0,0,1,1.9025,1,0,1,0.64346,0,0,1,0.44398,2,0,1,1.0352,1,0,1,0.29393,0,0,0,40.146,2,0,0,0.3491,2,0,0,0.12858,1,1,0
465.9,0,0,0,1,0.8017,0,0,1,2.023,1,0,1,0.6421,0,0,1,1.0255,2,0,1,0.42761,1,0,1,0.15843,0,0,0,0.41557,2,0,0,0.52824,2,0,0,0.75022,1,1,0
466,0,0,0,1,0.43808,0,0,1,1.6347,1,0,1,0.5284,0,0,1,0.41103,2,0,1,0.60623,1,0,1,0.10585,0,0,0,0.88862,2,0,0,1.3789,2,0,0,0.82343,1,1,0
466.1,0,0,0,1,0.42715,0,0,1,0.88101,1,0,1,0.29443,0,0,1,0.80152,2,0,1,0.89128,1,0,1,0.23771,0,0,0,0.26597,2,0,0,3.2519,2,0,0,0.93464,1,1,0
466.2,0,0,0,1,0.35005,0,0,1,0.8974,0,0,1,0.21846,0,0,1,1.2125,2,0,1,0.5106,1,0,1,0.3347,0,0,0,0.46357,2,0,0,2.9965,2,0,0,0.76996,1,1,0
466.3,0,0,0,1,1.1875,0,0,1,0.51647,0,0,1,0.46428,0,0,1,1.0255,2,0,0,0.85937,1,0,1,0.24603,0,0,0,0.37043,2,0,0,1.5623,2,0,0,0.37783,1,1,0
466.4,0,0,0,1,0.62409,0,0,1,0.46155,0,0,1,0.47969,0,0,1,1.1929,2,0,0,0.71307,1,0,1,0.2127,0,0,0,0.20027,2,0,0,0.99408,2,0,0,0.10482,1,1,0
466.5,0,0,0,1,0.45056,0,0,1,0.15818,0,0,1,0.73319,0,0,1,0.6482,2,0,0,0.80651,1,0,1,0.16609,0,0,0,0.34397,2,0,0,1.4837,2,0,0,0.35136,1,1,0
466.6,0,0,0,1,0.34675,0,0,1,0.19291,0,0,1,0.47598,0,0,1,0.55648,2,0,1,0.59972,1,0,1,0.24876,0,0,0,0.068468,2,0,0,2.2155,2,0,0,0.38447,1,1,0
466.7,0,0,0,1,0.3661,0,0,1,0.29938,0,0,1,0.3349,0,0,1,0.76662,2,0,1,2.348,1,0,1,0.10305,0,0,0,0.3681,2,0,0,1.5755,2,0,0,0.61652,1,1,0
466.8,0,0,0,1,1.1618,0,0,1,0.36547,0,0,1,0.18107,0,0,1,0.77971,2,0,1,1.8373,1,0,1,0.11898,0,0,0,0.5763,2,0,0,1.1664,2,0,0,0.24894,1,1,0
466.9,0,0,0,1,2.1285,0,0,1,0.24033,0,0,1,0.21202,0,0,1,0.57668,2,0,1,1.5287,1,0,1,0.14647,0,0,0,0.54758,2,0,0,0.86139,2,0,0,0.48885,1,1,0
467,0,0,0,1,2.0106,0,0,1,0.25952,0,0,1,0.25537,0,0,1,0.97814,2,0,1,1.1859,1,0,1,0.2207,0,0,0,0.2889,2,0,0,1.6471,2,0,0,0.54226,1,1,0
467.1,0,0,0,1,1.6159,0,0,1,0.15805,0,0,1,0.24847,0,0,1,1.3729,2,0,1,0.6123,1,0,1,0.20743,0,0,0,0.44806,2,0,0,1.6296,2,0,0,0.75913,1,1,0
467.2,0,0,0,1,1.1035,0,0,1,0.11008,0,0,1,0.14246,0,0,1,0.96908,2,0,1,1.128,1,0,1,0.26928,0,0,0,0.61607,2,0,0,0.70027,2,0,0,0.75622,1,1,0
467.3,0,0,0,1,0.32874,0,0,1,0.30264,0,0,1,0.2312,0,0,1,2.2395,2,0,1,3.413,1,0,1,0.12943,0,0,0,0.58716,2,0,0,0.68576,2,0,0,0.32378,1,1,0
467.4,0,0,0,0,0.24941,0,0,1,0.44919,0,0,1,0.069801,0,0,1,3.4522,2,0,1,4.7612,2,0,1,0.28109,0,0,0,0.39059,2,0,0,0.83045,2,0,0,0.67987,1,0,0
467.5,0,0,0,0,0.16856,0,0,1,0.43645,0,0,1,0.20698,0,0,1,2.5805,2,0,1,2.4133,2,0,1,0.18692,0,0,0,0.25241,2,0,0,3.9112,2,0,0,1.7599,1,0,0
467.6,0,0,0,0,0.36532,0,0,1,0.16692,0,0,1,0.36799,0,0,1,1.1294,2,0,0,1.1166,2,0,1,0.1691,0,0,0,0.33874,2,0,0,4.5608,2,0,0,1.3444,2,0,0
467.7,0,0,0,0,0.3685,0,0,1,0.21791,0,0,1,0.36087,0,0,1,1.2952,2,0,0,0.62636,2,0,1,0.24634,0,0,0,0.22429,2,0,0,2.585,2,0,0,1.1184,2,0,0
467.8,0,0,0,0,1.4243,0,0,1,0.14435,0,0,1,0.35025,0,0,1,1.9781,2,0,0,0.82648,2,0,1,0.29631,0,0,1,0.87808,2,0,0,1.393,2,0,0,1.6638,2,0,0
467.9,0,0,0,0,1.8034,0,0,1,0.17657,0,0,1,0.22791,0,0,1,2.266,2,0,0,0.77111,2,0,1,0.22818,0,0,1,2.5197,2,0,0,1.0561,2,0,0,0.93329,2,0,0
468,0,0,0,0,1.8751,0,0,0,0.32599,0,0,1,0.33266,0,0,1,1.2574,2,0,0,0.84376,2,0,1,0.2249,0,0,1,2.9287,2,0,0,0.59555,2,0,0,0.36528,2,0,0
468.1,0,0,0,0,1.5737,0,0,0,0.22346,0,0,1,0.36046,0,0,1,1.3267,2,0,0,0.31535,2,0,1,0.2438,0,0,1,1.9057,2,0,0,0.73554,2,0,0,0.20436,2,0,0
468.2,0,0,0,0,1.2789,0,0,0,0.22343,0,0,1,0.3438,0,0,1,1.1135,2,0,0,0.28727,2,0,1,0.12011,0,0,0,0.9597,2,0,0,1.4362,2,0,0,0.75912,2,0,0
468.3,0,0,0,0,0.43635,0,0,0,0.17285,0,0,1,0.26355,0,0,1,0.76322,2,0,0,0.75431,2,0,1,0.33706,0,0,0,0.59898,2,0,0,3.2034,2,0,0,0.65276,2,0,0
468.4,0,0,0,0,0.28662,0,0,0,0.3826,0,0,1,0.3488,0,0,1,0.48465,2,0,1,1.4713,2,0,1,0.22871,0,0,0,0.89819,2,0,0,4.678,2,0,0,0.42822,2,0,0
468.5,0,0,0,0,0.73773,0,0,0,0.33588,0,0,1,0.23363,0,0,1,0.23208,2,0,1,0.85998,2,0,1,0.22755,0,0,0,1.2475,2,0,0,3.1617,2,0,0,0.76103,2,0,0
468.6,0,0,0,0,1.6017,0,0,0,1.031,0,0,1,0.28217,0,0,1,0.6182,2,0,1,0.63573,2,0,1,0.14593,0,0,0,1.1899,2,0,0,0.90971,2,0,0,0.64733,2,0,0
468.7,0,0,0,0,2.4191,0,0,0,2.9167,1,0,1,0.12363,0,0,1,0.48277,2,0,1,0.53054,2,0,1,0.13665,0,0,0,1.2507,2,0,0,0.89136,2,0,0,0.44816,2,0,0
468.8,0,0,0,0,1.239,0,0,0,2.0801,1,0,1,0.34723,0,0,1,0.60946,2,0,1,2.1225,2,0,1,0.22658,0,0,0,0.653,2,0,0,2.2681,2,0,0,0.75965,2,0,0
468.9,0,0,0,0,0.78911,0,0,0,0.5798,1,0,1,0.35951,0,0,1,0.50617,2,0,0,1.4874,2,0,1,0.11208,0,0,0,0.78903,2,0,0,5.7246,2,0,0,0.8783,2,0,0
469,0,0,0,0,0.080021,0,0,1,1.5359,1,0,1,0.39597,0,0,1,1.1163,2,0,0,1.0532,2,0,1,0.13164,0,0,1,1.0273,2,0,0,6.7662,2,0,0,0.57752,2,0,1
469.1,0,0,0,0,0.57208,0,0,0,2.1065,1,0,1,0.23117,0,0,1,1.0596,2,0,0,1.3666,2,0,1,0.16994,0,0,0,2.0326,2,0,0,3.7622,2,0,0,0.40589,2,0,1
469.2,0,0,0,0,1.5736,0,0,0,1.4239,1,0,1,0.035749,0,0,1,0.39843,2,0,0,0.61821,2,0,1,0.19551,0,0,0,2.8112,2,0,0,1.373,2,0,0,1.3736,1,0,1
469.3,0,0,0,0,1.4333,0,0,0,0.96339,0,0,1,0.055834,0,0,1,0.40366,2,0,0,1.2339,2,0,1,0.34053,0,0,0,0.59659,2,0,0,0.99807,2,0,0,0.46409,1,0,1
469.4,0,0,0,0,1.0457,0,0,0,0.45061,0,0,1,0.22788,0,0,1,0.44657,2,0,0,1.2037,2,0,1,0.21469,0,0,0,0.59103,2,0,0,0.96333,2,0,0,0.51587,1,0,1
469.5,0,0,0,0,0.46433,0,0,0,0.36267,0,0,1,1.0639,0,0,1,0.99307,2,0,0,0.5367,2,0,1,0.13869,0,0,0,0.71007,2,0,0,1.0725,2,0,0,0.27364,1,0,1
469.6,0,0,0,0,0.51762,0,0,0,1.1028,1,0,1,0.92189,0,0,1,1.0615,2,0,0,0.76882,2,0,1,0.18819,0,0,0,0.38902,2,0,0,0.94287,2,0,0,0.7736,1,0,1
469.7,0,0,0,0,0.26471,0,0,0,3.5736,1,0,1,0.44564,0,0,1,0.67894,2,0,0,2.343,2,0,1,0.25926,0,0,1,0.55912,2,0,0,2.3743,2,0,0,0.71038,1,0,1
469.8,0,0,0,0,0.72917,0,0,0,5.9831,1,0,1,0.48881,0,0,1,0.59292,2,0,0,6.1422,2,0,1,0.1352,0,0,1,1.5154,2,0,0,1.6329,2,0,0,0.59018,2,0,1
469.9,0,0,0,0,0.70843,0,0,1,4.8405,1,0,1,0.53924,0,0,1,0.27647,2,0,0,8.4687,2,0,1,0.18708,0,0,1,1.6048,2,0,0,2.6059,2,0,0,0.66934,2,0,0
470,0,0,0,0,0.5301,0,0,1,1.4523,1,0,1,0.31397,0,0,1,0.45505,2,0,0,4.9659,2,0,1,0.31105,0,0,0,0.70549,2,0,0,7.035,2,0,0,0.46009,2,0,0
470.1,0,0,0,0,0.84126,0,0,1,0.72505,1,0,1,0.15279,0,0,1,0.57704,2,0,1,2.7564,2,0,1,0.21397,0,0,0,0.66025,2,0,0,9.3428,2,0,0,0.3473,2,0,0
470.2,0,0,0,0,0.50028,0,0,1,0.31029,1,0,1,0.19901,0,0,1,0.99418,2,0,1,0.9866,2,0,1,0.093141,0,0,0,0.26832,2,0,0,7.0773,2,0,0,0.32612,2,0,0
470.3,0,0,0,0,0.47748,0,0,1,1.9968,1,0,1,0.20602,0,0,1,0.35771,2,0,0,1.2274,2,0,1,0.43151,0,0,0,0.14218,2,0,0,2.9006,2,0,0,0.46666,2,0,0
470.4,0,0,0,0,0.46209,0,0,1,1.541,1,0,1,0.35947,0,0,1,0.71206,2,0,0,0.69325,2,0,1,0.22516,0,0,0,0.2612,2,0,0,0.86349,2,0,0,0.87629,2,0,0
470.5,0,0,0,0,0.58199,0,0,1,0.97255,1,0,1,0.15925,0,0,1,1.4661,2,0,1,0.57151,2,0,0,0.59189,0,0,0,0.47065,2,0,0,2.0315,2,0,0,6.5928,2,0,0
470.6,0,0,0,0,0.3536,0,0,1,0.65031,1,0,1,0.30868,0,0,1,1.1714,2,0,1,1.0854,2,0,0,0.41049,0,0,1,0.37024,2,0,0,3.1507,2,0,0,11.472,2,0,0
470.7,0,0,0,0,0.57605,0,0,1,0.61741,1,0,1,0.52978,0,0,1,1.5589,2,0,1,1.6419,2,0,0,0.42765,0,0,0,0.32769,2,0,0,2.4202,2,0,0,6.0256,2,0,0
470.8,0,0,0,0,0.66877,0,0,1,0.54465,1,0,1,0.45482,0,0,1,1.7383,2,0,1,1.4246,2,0,0,0.6593,0,0,0,0.4673,2,0,0,1.3921,2,0,0,1.5318,0,0,0
470.9,0,0,0,0,0.92385,0,0,1,0.30613,1,0,1,0.50556,0,0,1,0.46063,2,0,1,2.602,2,0,0,3.0039,0,0,0,0.49235,2,0,0,0.94161,2,0,0,0.76946,0,0,0
471,0,0,0,0,0.46623,0,0,1,0.22844,1,0,1,0.82895,0,0,1,0.48396,2,0,1,0.65977,2,0,0,3.6791,1,0,0,0.12833,2,0,0,1.2078,2,0,0,0.68279,0,0,0
471.1,0,0,0,0,0.48444,0,0,1,0.46701,1,0,1,0.9192,0,0,1,0.50562,2,0,1,0.85092,2,0,0,2.9125,1,0,0,0.16733,2,0,0,1.9728,2,0,0,0.68212,0,0,0
471.2,197.83,0,0,0,0.376,0,0,1,0.15476,0,0,1,1.2079,0,0,1,0.47549,2,0,1,0.66979,2,0,0,2.8613,2,0,0,0.52611,2,0,0,0.81306,2,0,0,1.1022,2,0,0
471.3,6.4157,0,0,0,0.55506,0,0,1,0.46159,0,0,1,1.491,0,0,1,0.18681,2,0,1,0.76889,2,0,0,1.4006,2,0,1,0.25038,2,0,0,1.4551,2,0,0,3.8702,2,0,0
471.4,7.1855,0,0,0,0.62092,0,0,1,0.13029,0,0,1,1.3591,0,0,1,0.61193,2,0,0,0.55438,2,0,0,0.76273,2,0,1,0.57709,2,0,0,2.9088,2,0,0,5.0094,2,0,0
471.5,55.002,2,0,0,1.5347,0,0,1,0.52158,0,0,1,1.3041,1,0,1,0.68624,2,0,0,0.8318,2,0,0,1.282,2,0,1,0.45084,2,0,0,4.0909,2,0,0,2.3414,2,0,0
471.6,39.695,0,0,0,1.5729,0,0,1,0.39281,0,0,1,1.1714,1,0,1,0.33279,2,0,0,0.40089,2,0,0,1.1072,2,0,1,0.28457,2,0,0,2.4135,2,0,0,1.7316,2,0,0
471.7,11.037,0,0,0,0.50212,0,0,1,0.58518,0,0,1,1.0232,1,0,1,0.88658,2,0,0,0.53831,2,0,0,0.96588,2,0,1,0.54558,2,0,0,1.1226,2,0,0,1.5773,2,0,0
471.8,8.7244,0,0,0,0.24975,0,0,1,0.58365,0,0,1,0.5763,1,0,1,1.0285,2,0,0,0.3563,2,0,0,0.90071,2,0,1,0.75254,2,0,0,0.96869,2,0,0,1.0807,1,0,0
471.9,8.4797,0,0,0,0.2274,0,0,1,0.48132,0,0,1,0.76199,1,0,1,0.53149,2,0,0,0.6518,2,0,0,1.1528,2,0,1,0.75878,2,0,0,1.5754,2,0,0,0.9199,1,0,0
472,9.3876,0,0,0,0.20223,0,0,1,0.70905,0,0,1,0.81242,1,0,1,0.39358,2,0,1,0.6538,2,0,0,0.8858,1,0,1,0.61906,2,0,0,2.3267,2,0,0,0.93404,1,0,0
472.1,11.589,0,0,0,0.24547,0,0,1,0.49092,1,0,1,0.7456,1,0,1,0.36478,2,0,1,0.59384,2,0,1,0.93109,1,0,0,0.351,2,0,0,1.4975,2,0,0,0.64929,1,0,0
472.2,14.059,0,0,0,0.2129,0,0,1,0.90328,1,0,1,0.71338,1,0,1,1.4217,2,0,1,0.71434,2,0,1,1.1352,1,0,0,0.10433,2,0,0,1.5398,2,0,0,0.71847,1,0,0
472.3,10.826,0,0,1,0.3846,0,0,1,0.90382,1,0,1,1.0373,1,0,1,0.76092,2,0,1,0.99736,2,0,1,0.70496,1,1,0,0.68735,2,0,0,1.6378,2,0,0,0.68306,1,0,0
472.4,8.7247,0,0,1,0.463,0,0,1,0.9585,1,0,1,1.0206,1,0,1,0.48206,2,0,1,0.99301,2,0,1,0.77481,1,1,0,1.1162,2,0,0,1.6754,2,0,0,0.7712,1,0,0
472.5,8.5883,0,0,1,0.35076,0,0,1,0.91188,1,0,1,1.0135,1,0,1,0.72621,2,0,1,1.382,1,1,1,0.61665,1,1,0,0.61545,2,0,0,1.3381,2,0,0,1.2578,1,0,0
472.6,7.2369,0,0,1,0.54332,0,0,1,0.86022,1,0,1,1.193,1,0,1,0.28446,2,0,1,0.95365,1,1,1,0.60956,1,1,0,0.26354,2,0,0,1.2396,2,0,0,0.87932,2,0,0
472.7,7.8201,0,0,1,0.41965,0,0,0,0.97708,1,0,1,0.79225,1,1,1,0.68449,2,0,1,1.2876,1,1,1,0.46926,1,0,1,17.279,2,0,0,0.81396,2,0,1,0.51564,2,0,0
472.8,9.9088,0,0,1,0.24397,0,0,1,0.88296,1,0,1,0.67654,1,1,1,0.55916,2,0,1,0.87654,1,1,1,0.51203,1,0,0,17.234,2,0,0,1.9406,2,0,0,1.1226,2,0,0
472.9,9.7208,0,0,1,0.46053,0,0,1,0.72598,1,0,1,0.73687,1,1,1,0.24293,2,0,1,1.0878,2,1,1,0.63791,1,0,0,0.13059,2,0,0,2.0993,2,0,0,1.0673,2,0,0
473,5.6515,0,0,1,0.69977,0,0,1,0.68715,1,0,1,1.0137,1,1,1,0.61784,2,0,1,1.4331,1,1,1,0.48179,1,0,0,0.40051,2,0,0,2.3273,2,0,0,1.0026,2,1,0
473.1,5.8179,0,0,1,0.44191,0,0,1,0.73602,1,0,1,0.88146,1,1,1,0.16102,2,0,1,2.2435,1,1,1,0.35148,1,0,0,0.7123,2,0,0,1.7012,2,0,0,1.6784,1,1,0
473.2,7.2428,0,0,1,0.2288,0,0,1,0.51243,1,0,1,0.63182,1,1,1,0.44335,2,0,1,3.7757,1,1,1,0.33489,1,0,0,0.24072,2,0,0,1.1714,2,0,0,2.0031,1,1,0
473.3,7.8084,2,0,1,0.3318,0,0,1,0.42109,1,0,1,0.45568,1,1,1,0.54811,2,0,1,3.487,1,0,1,0.33215,1,0,0,0.26814,2,0,0,1.3381,2,0,0,1.4751,1,1,0
473.4,8.6407,2,0,1,0.27054,0,0,1,0.33733,1,0,1,0.55312,1,1,1,0.30212,2,0,1,1.6099,1,0,1,0.41229,1,0,0,0.3228,2,0,0,0.89731,2,0,0,1.1332,1,1,0
473.5,7.3276,2,0,1,0.33515,0,0,1,0.32527,1,0,1,0.51591,1,1,1,0.30211,2,0,1,0.5095,1,0,1,0.39271,1,0,0,0.57133,2,0,0,0.37314,2,0,0,1.0637,1,1,0
473.6,5.3047,2,0,1,0.29349,0,0,1,0.38091,1,0,1,0.6267,1,1,1,0.66028,1,0,1,2.2086,1,1,1,0.40502,1,0,0,0.30148,2,0,0,0.30839,2,0,0,0.74892,1,0,0
473.7,3.8594,2,0,1,0.24757,0,0,1,0.11394,1,0,1,0.75123,1,1,1,0.57517,1,0,1,0.93508,1,1,1,0.12202,1,0,0,0.55064,2,0,0,0.22826,2,0,0,0.54053,1,0,0
473.8,2.9921,2,0,1,0.36106,0,0,1,0.14153,1,0,1,1.054,1,1,1,0.45313,1,0,1,0.63844,1,1,1,0.10378,1,0,0,0.16038,2,0,0,0.24458,2,0,0,1.1791,1,0,0
473.9,1.7756,2,0,1,0.36362,0,0,1,0.22297,1,0,1,1.7401,1,1,1,0.11252,1,0,1,1.1967,1,1,1,0.30295,1,0,0,0.62989,2,0,0,0.47008,2,0,0,1.1311,1,0,0
474,2.4367,2,0,1,0.13804,0,0,1,0.1292,1,0,1,1.5651,1,1,1,0.22223,1,0,1,0.93659,1,1,1,0.2128,1,0,0,0.44726,2,0,0,0.4601,2,0,0,0.83501,1,0,0
474.1,2.9004,2,0,1,0.42013,0,0,1,0.20767,1,0,1,1.7183,1,1,1,0.40784,1,0,1,0.49922,1,1,1,0.11975,1,0,0,0.23727,2,0,0,0.11305,2,0,0,1.2309,1,0,0
474.2,2.0153,2,0,1,0.17238,0,0,1,0.17032,1,0,1,1.4654,1,1,1,0.39491,1,0,1,0.81502,1,1,1,0.054724,1,0,0,0.43227,2,0,0,0.064283,2,0,0,0.63905,1,0,0
474.3,2.5318,2,0,1,0.36158,0,0,1,0.27246,1,0,1,0.52441,1,1,1,0.43851,1,0,1,1.3706,1,1,1,0.21987,1,0,0,0.50737,2,0,0,0.1803,2,0,0,0.3718,1,0,0
474.4,2.8015,2,0,1,0.46571,0,0,1,0.40327,1,0,1,1.052,1,1,1,0.44274,1,1,1,1.3779,1,1,1,0.20218,1,0,0,0.43721,2,0,0,0.34472,2,0,0,0.56505,1,0,0
474.5,2.8195,2,0,1,0.31855,0,0,1,0.41812,1,0,1,2.0255,1,1,1,0.34823,1,1,1,0.37088,1,1,1,0.16694,1,0,0,0.12277,2,0,0,0.4298,2,0,0,0.63281,1,0,0
474.6,2.9074,2,0,1,0.083382,0,0,1,0.31233,1,0,1,1.8237,1,1,1,0.52106,1,1,1,0.81882,1,1,1,0.19119,1,0,0,0.17354,2,0,0,0.33078,2,0,0,0.63604,1,0,0
474.7,2.5981,2,0,1,0.19974,0,0,1,0.31805,1,0,1,1.117,1,1,1,0.29905,1,1,1,0.9058,1,0,1,0.1796,1,0,0,0.69838,2,0,0,0.31934,2,0,0,0.88062,1,0,0
474.8,2.4096,2,0,1,0.11596,0,0,0,0.23925,1,0,1,0.78056,1,1,1,0.42412,1,1,1,0.52582,1,0,1,0.21406,1,0,0,0.88403,1,0,0,0.3837,2,0,0,0.59444,2,0,0
474.9,2.0675,2,0,1,0.23827,0,0,0,0.1333,1,0,1,0.55091,1,1,1,0.46534,1,1,1,0.41581,1,0,1,0.32495,1,0,0,0.2982,1,0,0,0.3851,2,0,0,0.67982,2,0,0
475,2.86,2,0,1,0.25759,0,0,1,0.11284,1,0,1,0.34851,1,1,1,0.26352,1,1,1,0.46098,1,0,1,0.25535,1,0,0,0.60266,1,0,0,0.37252,2,0,0,0.29226,2,0,0
475.1,2.6921,2,0,1,0.12941,0,0,1,0.11065,1,0,1,0.2453,1,0,1,0.32681,1,1,1,0.50377,1,0,1,0.12238,1,0,0,0.58712,1,0,0,0.29933,2,0,0,0.82934,2,0,0
475.2,2.6944,2,0,1,0.17479,0,0,1,0.16815,1,0,1,0.26114,1,0,1,0.24496,1,1,1,0.57407,1,0,1,0.15318,1,0,0,0.30832,1,0,0,0.20485,2,0,0,0.54082,2,0,0
475.3,2.0962,2,0,1,0.19123,0,0,1,0.15278,1,0,1,0.14532,1,0,1,0.41734,1,1,1,0.43404,1,0,1,0.14104,1,0,0,0.28239,2,0,0,0.23706,2,0,0,1.5438,2,0,0
475.4,2.0369,2,0,1,0.049541,0,0,1,0.10959,1,0,1,0.14683,1,0,1,0.35495,1,1,1,0.62919,1,0,1,0.092763,1,0,0,0.32092,2,0,0,0.41387,2,0,0,0.55839,2,0,0
475.5,3.0533,2,0,1,0.07211,0,0,1,0.13935,1,0,1,0.11366,1,0,1,0.30286,1,1,1,0.65299,1,0,1,0.11896,1,0,0,0.11795,2,0,0,0.44945,2,0,0,0.49932,2,0,0
475.6,4.0009,2,0,1,0.033856,0,0,1,0.18243,1,0,1,0.089636,1,0,1,0.15185,1,1,1,0.67956,1,0,1,0.08569,1,0,0,0.24873,2,0,0,0.3602,2,0,0,0.25773,2,0,0
475.7,4.2102,2,0,0,0.1255,0,0,1,0.29006,1,0,1,0.127,1,0,1,0.25334,2,0,1,0.33063,1,0,1,0.035888,1,0,0,0.10774,2,0,0,0.15926,2,0,0,0.18724,2,0,0
