Time,Performer/Movement,Performer/isLookingAtPerformer,Performer/isLookingAtAudience,Performer/isBeingLookedAtByPerformer,Performer/isBeingLookedAtByAudienceMember,Performer/isLookingAtVPScreen,Audience 01/Movement,Audience 01/isLookingAtPerformer,Audience 01/isLookingAtAudience,Audience 01/isBeingLookedAtByPerformer,Audience 01/isBeingLookedAtByAudienceMember,Audience 01/isLookingAtVPScreen,Audience 02/Movement,Audience 02/isLookingAtPerformer,Audience 02/isLookingAtAudience,Audience 02/isBeingLookedAtByPerformer,Audience 02/isBeingLookedAtByAudienceMember,Audience 02/isLookingAtVPScreen,Audience 03/Movement,Audience 03/isLookingAtPerformer,Audience 03/isLookingAtAudience,Audience 03/isBeingLookedAtByPerformer,Audience 03/isBeingLookedAtByAudienceMember,Audience 03/isLookingAtVPScreen,Audience 05/Movement,Audience 05/isLookingAtPerformer,Audience 05/isLookingAtAudience,Audience 05/isBeingLookedAtByPerformer,Audience 05/isBeingLookedAtByAudienceMember,Audience 05/isLookingAtVPScreen,Audience 06/Movement,Audience 06/isLookingAtPerformer,Audience 06/isLookingAtAudience,Audience 06/isBeingLookedAtByPerformer,Audience 06/isBeingLookedAtByAudienceMember,Audience 06/isLookingAtVPScreen,Audience 07/Movement,Audience 07/isLookingAtPerformer,Audience 07/isLookingAtAudience,Audience 07/isBeingLookedAtByPerformer,Audience 07/isBeingLookedAtByAudienceMember,Audience 07/isLookingAtVPScreen,Audience 08/Movement,Audience 08/isLookingAtPerformer,Audience 08/isLookingAtAudience,Audience 08/isBeingLookedAtByPerformer,Audience 08/isBeingLookedAtByAudienceMember,Audience 08/isLookingAtVPScreen,Audience 09/Movement,Audience 09/isLookingAtPerformer,Audience 09/isLookingAtAudience,Audience 09/isBeingLookedAtByPerformer,Audience 09/isBeingLookedAtByAudienceMember,Audience 09/isLookingAtVPScreen,Audience 10/Movement,Audience 10/isLookingAtPerformer,Audience 10/isLookingAtAudience,Audience 10/isBeingLookedAtByPerformer,Audience 10/isBeingLookedAtByAudienceMember,Audience 10/isLookingAtVPScreen,Audience 11/Movement,Audience 11/isLookingAtPerformer,Audience 11/isLookingAtAudience,Audience 11/isBeingLookedAtByPerformer,Audience 11/isBeingLookedAtByAudienceMember,Audience 11/isLookingAtVPScreen
249.7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
249.8,0,0,0,0,1,0,0.052902,0,0,0,1,1,0.078085,0,0,0,1,0,0.11365,0,0,0,1,1,0.79865,0,1,0,0,1,0.23577,0,1,0,1,0,0.054271,1,1,0,1,1,0.028636,0,1,0,0,0,0.32178,0,1,0,0,0,0.067935,0,1,0,1,0,0.097654,0,1,0,0,0
249.9,0,0,0,0,1,0,0.077992,0,0,0,1,1,0.094058,0,0,0,1,0,0.036786,0,0,0,1,1,0.18429,0,1,0,0,1,0.15127,0,1,0,1,0,0.13091,1,1,0,1,1,0.092739,0,1,0,0,0,0.13188,0,1,0,0,0,0.039849,0,1,0,1,0,0.34411,0,1,0,0,0
250,0,0,0,0,1,0,0.059154,0,0,0,1,1,0.23983,0,0,0,1,0,0.067653,0,0,0,1,1,0.73832,0,1,0,0,1,0.070659,0,1,0,1,0,0.08262,1,1,0,1,1,0.13554,0,1,0,0,0,0.2004,0,1,0,0,0,0.044377,0,1,0,1,0,0.17475,0,1,0,0,0
250.1,0,0,0,0,1,0,0.046065,0,0,0,1,1,0.25092,0,0,0,1,0,0.10069,0,0,0,1,1,0.61158,0,1,0,0,1,0.026264,0,1,0,1,0,0.094887,1,1,0,1,1,0.092513,0,1,0,0,0,0.21125,0,1,0,0,0,0.037669,0,1,0,1,0,0.10992,0,1,0,0,0
250.2,0,0,0,0,1,0,0.061662,0,0,0,1,1,0.27379,0,0,0,1,1,0.22609,0,0,0,1,1,0.54759,0,1,0,0,1,0.074844,0,1,0,1,0,0.067915,1,1,0,1,1,0.05798,0,1,0,0,0,0.19993,0,1,0,0,0,0.027986,0,1,0,1,0,0.026309,0,1,0,0,0
250.3,0,0,0,0,1,0,0.076796,0,0,0,1,1,2.0786,0,0,0,1,1,0.51331,0,0,0,1,1,1.0966,0,1,0,0,1,0.067913,0,1,0,1,0,0.035274,1,1,0,1,1,0.10269,0,1,0,0,0,0.071048,0,1,0,0,0,0.047994,0,1,0,1,0,0.080392,0,1,0,0,0
250.4,0,0,0,0,1,0,0.038784,0,0,0,1,1,4.2333,0,0,0,1,1,0.2145,0,0,0,1,1,1.081,0,1,0,0,1,0.35086,0,1,0,1,0,0.078517,1,1,0,1,1,0.069344,0,1,0,0,0,0.10309,0,1,0,0,0,0.11923,0,1,0,1,0,0.052875,0,1,0,0,0
250.5,0,0,0,0,1,0,0.087616,0,0,0,1,1,0.20199,0,0,0,1,1,0.18704,0,0,0,1,1,0.49915,0,1,0,0,1,0.25165,0,1,0,1,0,0.070736,1,1,0,1,1,0.083095,0,1,0,0,0,0.14531,0,1,0,0,0,0.12576,0,1,0,1,0,0.044478,0,1,0,0,0
250.6,0,0,0,0,1,0,0.14952,0,0,0,1,1,0.72572,0,0,0,1,1,0.054291,0,0,0,1,1,0.53694,0,1,0,0,1,0.089551,0,1,0,1,0,0.045208,1,1,0,1,1,0.038414,0,1,0,0,0,0.13597,0,1,0,0,0,0.19267,0,1,0,1,0,0.044604,0,1,0,0,0
250.7,0,0,0,0,1,0,0.093588,0,0,0,1,1,0.19599,0,0,0,1,1,0.097952,0,0,0,1,1,0.68522,0,1,0,0,1,0.3232,0,1,0,1,0,0.049832,1,1,0,1,1,0.047746,0,1,0,0,0,0.051234,0,1,0,0,0,0.14882,0,1,0,1,0,0.068244,0,1,0,0,0
250.8,0,0,0,0,1,0,0.13814,0,0,0,1,1,0.57701,0,0,0,1,1,0.13929,0,0,0,1,1,0.76977,0,1,0,0,1,0.37519,0,1,0,1,0,0.017406,1,1,0,1,1,0.07502,0,1,0,0,0,0.038846,0,1,0,0,0,0.12197,0,1,0,1,0,0.029667,0,1,0,0,0
250.9,0,0,0,0,1,0,0.046344,0,0,0,1,1,1.4605,0,0,0,1,1,0.032907,0,0,0,1,1,0.56798,0,1,0,0,1,0.066537,0,1,0,1,0,0.014927,1,1,0,1,1,0.027818,0,1,0,0,0,0.10322,0,1,0,0,0,0.10704,0,1,0,1,0,0.032549,0,1,0,0,0
251,0,0,0,0,1,0,0.060974,0,0,0,1,1,1.993,0,0,0,1,0,0.014177,0,0,0,1,1,0.46041,0,1,0,0,1,0.18012,0,1,0,1,0,0.047793,1,1,0,1,1,0.033805,0,1,0,0,0,0.10475,0,1,0,0,0,0.30821,0,1,0,1,0,0.042584,0,1,0,0,0
251.1,0,0,0,0,1,0,6.7984,0,0,0,1,1,1.1474,0,0,0,1,0,0.054472,0,0,0,1,1,0.51139,0,1,0,0,1,0.15955,0,1,0,1,0,0.015489,1,1,0,1,1,0.046821,0,1,0,0,0,0.065897,0,1,0,0,0,0.2693,0,1,0,1,0,0.057342,0,1,0,0,0
251.2,0,0,0,0,1,0,0.1181,0,0,0,1,1,1.046,0,0,0,1,0,0.07286,0,0,0,1,1,0.2989,0,1,0,0,1,0.037971,0,1,0,1,0,0.033236,1,1,0,1,1,0.032038,0,1,0,0,0,0.049892,0,1,0,0,0,0.31069,0,1,0,1,1,0.19342,0,1,0,0,0
251.3,0,0,0,0,1,0,0.08734,0,0,0,1,1,1.1015,0,0,0,1,0,0.051194,0,0,0,1,1,0.32423,0,1,0,0,1,0.38694,0,1,0,1,0,0.03739,1,1,0,1,1,0.039152,0,1,0,0,0,0.084522,0,1,0,0,0,0.3019,0,1,0,1,0,0.070389,0,1,0,0,0
251.4,0,0,0,0,1,0,0.036484,0,0,0,1,1,0.62053,0,0,0,1,0,0.076283,0,0,0,1,1,0.22011,0,1,0,0,1,0.18146,0,1,0,1,0,0.07778,1,1,0,1,1,0.037414,0,1,0,0,0,0.044121,0,1,0,0,0,0.12942,0,1,0,1,0,0.04007,0,1,0,0,0
251.5,0,0,0,0,1,0,0.044298,0,0,0,1,1,0.32769,0,0,0,1,0,0.11229,0,0,0,1,1,0.18521,0,1,0,0,1,0.30076,0,1,0,1,0,0.045765,1,1,0,1,1,0.084218,0,1,0,0,0,0.11248,0,1,0,0,0,0.078118,0,1,0,1,0,0.024433,0,1,0,0,0
251.6,0,0,0,0,1,0,0.019106,0,0,0,1,1,0.13467,0,0,0,1,0,0.070812,0,0,0,1,1,0.1817,0,1,0,0,1,0.076271,0,1,0,1,0,0.037009,1,1,0,1,1,0.087098,0,1,0,0,0,0.12255,0,1,0,0,0,0.096195,0,1,0,1,0,0.05199,0,1,0,0,0
251.7,0,0,0,0,1,0,0.064984,0,0,0,1,1,0.048712,0,0,0,1,0,0.086666,0,0,0,1,1,0.099675,0,1,0,0,1,0.2446,0,1,0,1,0,0.011686,1,1,0,1,1,0.023909,0,1,0,0,0,0.053096,0,1,0,0,0,0.04952,0,1,0,0,0,0.082531,0,1,0,0,0
251.8,0,0,0,0,1,0,0.027392,0,0,0,1,1,0.051959,0,0,0,1,0,0.072235,0,0,0,1,1,0.078174,0,1,0,0,1,0.063595,0,1,0,1,0,0.034756,1,1,0,1,1,0.029716,0,1,0,0,0,0.073377,0,1,0,0,0,0.07848,0,1,0,1,0,0.06858,0,1,0,0,0
251.9,0,0,0,0,1,0,0.036744,0,0,0,1,1,0.098347,0,0,0,1,0,0.058197,0,0,0,1,1,0.052063,0,1,0,0,1,0.056389,0,1,0,1,0,0.035088,1,1,0,1,1,0.025455,0,1,0,0,0,0.086081,0,1,0,0,0,0.13679,0,1,0,1,0,0.055787,0,1,0,0,0
252,0,0,0,0,1,0,0.05878,0,0,0,1,1,0.043321,0,0,0,1,0,0.023628,0,0,0,1,1,0.05385,0,1,0,0,1,0.090697,0,1,0,1,0,0.036758,1,1,0,1,1,0.019244,0,1,0,0,0,0.072679,0,1,0,0,0,0.10797,0,1,0,1,0,0.018174,0,1,0,0,0
252.1,0,0,0,0,1,0,0.025578,0,0,0,1,1,0.039444,0,0,0,1,0,0.041223,0,0,0,1,1,0.093006,0,1,0,0,1,0.23484,0,1,0,1,0,0.020364,1,1,0,1,1,0.051989,0,1,0,0,0,0.047789,0,1,0,0,0,0.09963,0,1,0,1,0,0.02421,0,1,0,0,0
252.2,0,0,0,0,1,0,0.026001,0,0,0,1,1,0.063382,0,0,0,1,0,0.033808,0,0,0,1,1,0.13924,0,1,0,0,1,0.039596,0,1,0,1,0,0.020276,1,1,0,1,1,0.035055,0,1,0,0,0,0.081136,0,1,0,0,0,0.10359,0,1,0,1,1,0.067997,0,1,0,0,0
252.3,0,0,0,0,1,0,0.089337,0,0,0,1,1,0.048291,0,0,0,1,0,0.063378,0,0,0,1,1,0.1506,0,1,0,0,1,0.019532,0,1,0,1,0,0.017311,1,1,0,1,1,0.044969,0,1,0,0,0,0.069224,0,1,0,0,0,0.037377,0,1,0,1,1,0.056716,0,1,0,0,0
252.4,0,0,0,0,1,0,0.032686,0,0,0,1,1,0.069759,0,0,0,1,0,0.030585,0,0,0,1,1,0.10405,0,1,0,0,1,0.22226,0,1,0,1,0,0.020617,1,1,0,1,1,0.043229,0,1,0,0,0,0.047003,0,1,0,0,0,0.038956,0,1,0,1,0,0.057423,0,1,0,0,0
252.5,0,0,0,0,1,0,0.069821,0,0,0,1,1,0.027415,0,0,0,1,0,0.027824,0,0,0,1,1,0.12368,0,1,0,0,1,0.06789,0,1,0,1,0,0.023239,1,1,0,1,1,0.068775,0,1,0,0,0,0.048043,0,1,0,0,0,0.062594,0,1,0,1,1,0.024453,0,1,0,0,0
252.6,0,0,0,0,1,0,0.079099,0,0,0,1,1,0.061628,0,0,0,1,0,0.051108,0,0,0,1,1,0.064794,0,1,0,0,1,0.038008,0,1,0,1,0,0.029067,1,1,0,1,1,0.059412,0,1,0,0,1,0.054276,0,1,0,0,0,0.042627,0,1,0,1,1,0.065837,0,1,0,0,0
252.7,0,0,0,0,1,0,0.0467,0,0,0,1,1,0.12201,0,0,0,1,0,0.059899,0,0,0,1,1,0.17274,0,1,0,0,1,0.048009,0,1,0,1,0,0.0311,1,1,0,1,1,0.081449,0,1,0,0,1,0.12584,0,1,0,0,0,0.063566,0,1,0,1,1,0.044679,0,1,0,0,0
252.8,0,0,0,0,1,0,0.038837,0,0,0,1,1,0.14391,0,0,0,1,0,0.0631,0,0,0,1,1,0.38452,0,1,0,0,1,0.060122,0,1,0,1,0,0.022909,1,1,0,1,1,0.10728,0,1,0,0,1,0.10833,0,1,0,0,0,0.062634,0,1,0,1,1,0.02651,0,1,0,0,0
252.9,0,0,0,0,1,0,0.040886,0,0,0,1,1,0.11989,0,0,0,1,0,0.025378,0,0,0,1,1,0.21794,0,1,0,0,1,0.27138,0,1,0,1,0,0.031709,1,1,0,1,1,0.089856,0,1,0,0,1,0.054909,0,1,0,0,0,0.032912,0,1,0,1,1,0.072557,0,1,0,0,0
253,0,0,0,0,1,0,0.03689,0,0,0,1,1,0.27864,0,0,0,1,0,0.04683,0,0,0,1,1,0.10238,0,1,0,0,1,0.038912,0,1,0,1,0,0.026889,1,1,0,1,1,0.1674,0,1,0,0,1,0.19474,0,1,0,0,0,0.05978,0,1,0,1,1,0.025701,0,1,0,0,0
253.1,0,0,0,0,1,0,0.059004,0,0,0,1,1,0.22931,0,0,0,1,0,0.089101,0,0,0,1,1,0.056264,0,1,0,0,1,0.042472,0,1,0,1,0,0.03014,1,1,0,1,1,0.23777,0,1,0,0,1,0.34907,0,1,0,0,0,0.031729,0,1,0,0,1,0.031736,0,1,0,0,0
253.2,0,0,0,0,1,0,0.25641,0,0,0,1,1,0.25101,0,0,0,1,0,0.11124,0,0,0,1,1,0.15266,0,1,0,0,1,0.037077,0,1,0,1,0,0.017455,1,1,0,1,1,0.1971,0,1,0,0,1,0.20295,0,1,0,0,0,0.048995,0,1,0,0,1,0.046777,0,1,0,0,0
253.3,0,0,0,0,1,0,0.14011,0,0,0,1,1,0.39164,0,0,0,1,0,0.16646,0,0,0,1,1,0.38256,0,1,0,0,1,0.039938,0,1,0,1,0,0.029973,1,1,0,1,1,0.17955,0,1,0,0,1,0.24645,0,1,0,0,0,0.017893,0,1,0,1,1,0.043571,0,1,0,0,0
253.4,0,0,0,0,1,0,0.10453,0,0,0,1,1,0.29738,0,0,0,1,0,0.15022,0,0,0,1,1,0.3122,0,1,0,0,1,0.045302,0,1,0,1,0,0.016569,1,1,0,1,1,0.36749,0,1,0,0,1,0.058466,0,1,0,0,0,0.02948,0,1,0,1,1,0.041246,0,1,0,0,0
253.5,0,0,0,0,1,0,0.086266,0,0,0,1,1,0.19024,0,0,0,1,0,0.069597,0,0,0,1,1,0.21159,0,1,0,0,1,0.033601,0,1,0,1,0,0.009916,1,1,0,1,1,0.5815,0,1,0,0,1,0.83438,0,1,0,0,0,0.092365,0,1,0,1,1,0.089426,0,1,0,0,0
253.6,0,0,0,0,1,0,0.024183,0,0,0,1,1,0.36399,0,0,0,1,0,0.065837,0,0,0,1,1,0.3121,0,1,0,0,1,0.062991,0,1,0,1,0,0.027575,1,1,0,1,1,0.27508,0,1,0,0,1,1.1957,0,1,0,0,0,0.064286,0,1,0,1,1,0.069049,0,1,0,0,0
253.7,0,0,0,0,1,0,0.028179,0,0,0,1,1,0.67914,0,0,0,1,0,0.039166,0,0,0,1,1,0.22906,0,1,0,1,1,0.040735,0,1,0,1,0,0.026936,1,1,0,1,1,0.16596,0,1,0,0,1,0.96379,0,1,0,0,0,0.063487,0,1,0,0,1,0.025488,0,1,0,0,0
253.8,0,0,0,0,1,0,0.060888,0,0,0,1,1,1.0926,0,0,0,1,0,0.03155,0,0,0,1,1,0.081235,0,1,0,1,1,0.26497,0,1,0,1,0,0.039085,1,1,0,1,1,0.14984,0,1,0,0,1,0.80619,0,1,0,0,0,0.019902,0,1,0,0,1,0.025553,0,1,0,0,0
253.9,0,0,0,0,1,0,0.10633,0,0,0,1,1,1.6867,0,0,0,1,0,0.11804,0,0,0,1,1,0.16253,0,1,0,1,1,0.3136,0,1,0,1,0,0.073679,1,1,0,1,1,0.2666,0,1,0,0,1,1.1546,0,1,0,0,0,0.040976,0,1,0,0,1,0.061869,0,1,0,0,0
254,0,0,0,0,1,0,0.046155,0,0,0,1,1,1.9928,0,0,0,1,1,0.29672,0,0,0,1,1,0.18147,0,1,0,1,1,0.30815,0,1,0,1,0,0.21894,1,1,0,1,1,0.39796,0,1,0,0,1,0.90587,0,1,0,0,0,0.019229,0,1,0,0,1,0.037228,0,1,0,0,0
254.1,0,0,0,0,0,0,0.30329,0,0,0,1,1,1.0223,0,0,0,1,0,0.058645,0,0,0,1,1,0.33902,0,1,0,1,1,0.47059,0,1,0,1,0,0.32796,0,1,0,1,1,0.36103,0,1,0,0,1,0.71338,0,1,0,0,0,0.024199,0,1,0,0,1,0.057529,0,1,0,0,0
254.2,0,0,0,0,0,0,0.26886,0,0,0,1,1,0.50421,0,0,0,1,0,0.12385,0,0,0,1,1,0.22705,0,1,0,1,1,0.37791,0,1,0,1,0,0.17146,0,1,0,1,1,0.051587,0,1,0,0,1,0.10427,0,1,0,0,0,0.031449,0,1,0,0,1,0.012987,0,1,0,0,0
254.3,0,0,0,0,0,0,1.004,0,0,0,1,1,0.27494,0,0,0,1,0,0.34309,0,0,0,1,1,0.10974,0,1,0,1,1,0.25432,0,1,0,1,0,0.35809,0,1,0,1,1,0.069478,0,1,0,0,1,0.31547,0,1,0,0,0,0.045037,0,1,0,0,1,0.026856,0,1,0,0,0
254.4,0,0,0,0,0,0,1.4721,0,0,0,1,1,0.11642,0,0,0,1,0,0.12824,0,0,0,1,1,0.1723,0,1,0,1,1,0.26875,0,1,0,1,0,0.31753,0,1,0,1,1,0.27905,0,1,0,0,1,0.35991,0,1,0,0,0,0.066237,0,1,0,0,1,0.066437,0,1,0,0,0
254.5,0,0,0,0,0,0,0.70446,0,0,0,1,1,0.069078,0,0,0,1,0,0.024243,0,0,0,1,1,0.22359,0,1,0,1,1,0.12281,0,1,0,1,0,0.23721,0,1,0,1,1,0.42192,0,1,0,0,1,0.40807,0,1,0,0,0,0.054554,0,1,0,0,1,0.13126,0,1,0,0,0
254.6,0,0,0,0,0,0,0.2505,0,0,0,1,1,0.089185,0,0,0,1,0,0.11358,0,0,0,1,1,0.36172,0,1,0,1,1,0.16839,0,1,0,1,0,0.096618,0,1,0,1,1,0.2242,0,1,0,0,1,0.51085,0,1,0,0,0,0.036635,0,1,0,0,1,0.042111,0,1,0,0,0
254.7,0,0,0,0,0,0,0.36931,0,0,0,1,1,0.076092,0,0,0,1,0,0.093324,0,0,0,1,1,0.56374,0,1,0,1,1,0.19099,0,1,0,1,0,0.24596,0,1,0,1,1,0.12497,0,1,0,0,1,0.30792,0,1,0,0,0,0.0083245,0,1,0,0,1,0.057403,0,1,0,0,0
254.8,0,0,0,0,0,0,0.4831,0,0,0,1,1,0.047619,0,0,0,1,0,0.031475,0,0,0,1,1,0.43735,0,1,0,1,1,0.17023,0,1,0,1,0,0.14834,0,1,0,1,1,0.1739,0,1,0,0,1,0.18954,0,1,0,0,0,0.03179,0,1,0,0,1,0.05991,0,1,0,0,0
254.9,0,0,0,0,0,0,0.41487,0,0,0,1,1,0.084178,0,0,0,1,0,0.10556,0,0,0,1,1,0.21277,0,1,0,1,1,0.32054,0,1,0,1,0,0.31,0,1,0,1,1,0.11386,0,1,0,0,1,0.12319,0,1,0,0,0,0.017007,0,1,0,0,1,0.054626,0,1,0,0,0
255,0,0,0,0,0,0,0.40742,0,0,0,1,1,0.16673,0,0,0,1,0,0.052726,0,0,0,1,1,0.10453,0,1,0,1,1,0.22329,0,1,0,1,0,0.4453,0,1,0,1,1,0.37036,0,1,0,0,1,0.093134,0,1,0,0,0,0.014842,0,1,0,0,1,0.074684,0,1,0,0,0
255.1,0,0,0,0,0,0,0.5766,0,0,0,1,1,0.23338,0,0,0,1,0,0.031417,0,0,0,1,1,0.071094,0,1,0,1,1,0.264,0,1,0,1,0,0.24164,0,1,0,1,1,0.13452,0,1,0,0,1,0.077325,0,1,0,0,0,0.025769,0,1,0,0,1,0.053308,0,1,0,0,0
255.2,0,0,0,0,0,0,0.38594,0,0,0,1,1,0.22136,0,0,0,1,0,0.02299,0,0,0,1,1,0.0932,0,1,0,1,1,0.42623,0,1,0,1,0,0.26813,0,1,0,1,1,0.17958,0,1,0,0,1,0.095445,0,1,0,0,0,0.040218,0,1,0,0,1,0.02951,0,1,0,0,0
255.3,0,0,0,0,0,0,0.40982,0,0,0,1,1,0.29036,0,0,0,1,1,0.034553,0,0,0,1,1,0.21745,0,1,0,1,1,0.55408,0,1,0,1,0,0.53267,0,1,0,1,1,0.18139,0,1,0,0,1,0.29638,0,1,0,0,0,0.019631,0,1,0,0,1,0.096863,0,1,0,0,0
255.4,0,0,0,0,0,0,0.26461,0,0,0,1,1,0.47947,0,0,0,1,1,0.081279,0,0,0,1,1,0.18455,0,1,0,1,1,0.36557,0,1,0,1,0,0.42123,0,1,0,1,1,0.79066,0,1,0,0,1,0.21271,0,1,0,0,0,0.028597,0,1,0,0,1,0.047519,0,1,0,0,0
255.5,0,0,0,0,0,0,0.5507,0,0,0,1,1,0.47129,0,0,0,1,1,0.046185,0,0,0,1,1,0.13154,0,1,0,1,1,0.49621,0,1,0,1,0,0.59021,0,1,0,1,1,2.3609,0,1,0,0,1,0.1721,0,1,0,0,0,0.04806,0,1,0,0,1,0.024297,0,1,0,0,0
255.6,0,0,0,0,0,0,0.57705,0,0,0,1,1,0.40717,0,0,0,1,1,0.065997,0,0,0,1,1,0.39469,0,1,0,1,1,0.26913,0,1,0,1,0,0.542,0,1,0,1,1,1.8191,0,1,0,0,0,0.13104,0,1,0,0,0,0.025481,0,1,0,0,1,0.045865,0,1,0,0,0
255.7,0,0,0,0,0,0,0.45077,0,0,0,1,1,0.32145,0,0,0,1,1,0.030997,0,0,0,1,1,0.38373,0,1,0,1,1,0.40437,0,1,0,1,0,0.46064,0,1,0,1,1,1.0524,0,1,0,0,0,0.089365,0,1,0,0,0,0.052479,0,1,0,0,1,0.033996,0,1,0,0,0
255.8,0,0,0,0,0,0,0.20725,0,0,0,1,0,0.29305,0,0,0,1,1,0.047649,0,0,0,1,1,0.097776,0,1,0,1,1,0.16472,0,1,0,1,0,0.50814,0,1,0,1,1,0.5868,0,1,0,0,0,0.072076,0,1,0,0,0,0.026178,0,1,0,0,1,0.043435,0,1,0,0,0
255.9,0,0,0,0,0,0,0.70837,0,0,0,1,0,0.33097,0,0,0,1,1,0.035929,0,0,0,1,1,0.13075,0,1,0,1,1,0.10307,0,1,0,1,0,0.23644,0,1,0,1,1,0.43378,0,1,0,0,0,0.095465,0,1,0,0,0,0.04789,0,1,0,0,0,0.10229,0,1,0,0,0
256,0,0,0,0,0,0,1.1539,0,0,0,1,1,0.50603,0,0,0,1,1,0.048421,0,0,0,1,1,0.24296,0,1,0,1,1,0.09148,0,1,0,1,0,0.25288,0,1,0,1,1,0.47412,0,1,0,0,0,0.13068,0,1,0,0,0,0.061233,0,1,0,0,0,0.10324,0,1,0,0,0
256.1,0,0,0,0,0,0,0.86714,0,0,0,1,1,0.56522,0,0,0,1,1,0.022532,0,0,0,1,1,0.25161,0,1,0,1,1,0.5325,0,1,0,1,0,0.18214,0,1,0,1,1,1.4719,0,1,0,0,0,0.085002,0,1,0,0,0,0.0081359,0,1,0,0,0,0.020566,0,1,0,0,0
256.2,0,0,0,0,0,0,0.41642,0,0,0,1,1,0.36117,0,0,0,1,1,0.023037,0,0,0,1,1,0.22636,0,1,0,1,1,0.20597,0,1,0,1,0,0.20229,0,1,0,1,1,1.8486,0,1,0,0,1,0.059425,0,1,0,0,0,0.028479,0,1,0,0,0,0.059578,0,1,0,0,0
256.3,0,0,0,0,0,0,0.14209,0,0,0,1,1,0.20149,0,0,0,1,1,0.016379,0,0,0,1,1,0.35343,0,1,0,1,1,0.32873,0,1,0,1,0,0.14675,0,1,0,1,1,1.3548,0,1,0,0,1,0.083935,0,1,0,0,0,0.055886,0,1,0,0,0,0.096425,0,1,0,0,0
256.4,0,0,0,0,0,0,0.09746,0,0,0,1,1,0.15232,0,0,0,1,1,0.018365,0,0,0,1,1,0.21251,0,1,0,1,1,0.1743,0,1,0,1,0,0.32543,0,1,0,1,1,0.74568,0,1,0,0,1,0.066053,0,1,0,0,0,0.081128,0,1,0,0,1,0.058219,0,1,0,0,0
256.5,0,0,0,0,0,0,0.24721,0,0,0,1,1,0.10978,0,0,0,1,1,0.034113,0,0,0,1,1,0.28566,0,1,0,1,1,0.1774,0,1,0,1,0,0.12015,0,1,0,1,1,0.48035,0,1,0,0,1,0.089802,0,1,0,0,0,0.10592,0,1,0,0,0,0.022508,0,1,0,0,0
256.6,0,0,0,0,0,0,0.33509,0,0,0,1,1,0.10604,0,0,0,1,1,0.048147,0,0,0,1,1,0.33904,0,1,0,1,1,0.41465,0,1,0,1,0,0.3051,0,1,0,1,1,0.25632,0,1,0,0,1,0.075325,0,1,0,0,0,0.0289,0,1,0,0,0,0.04269,0,1,0,0,0
256.7,0,0,0,0,0,0,0.10388,0,0,0,1,1,0.029325,0,0,0,1,1,0.018865,0,0,0,1,1,0.53351,0,1,0,1,1,0.12179,0,1,0,1,0,0.21546,0,1,0,1,1,0.35406,0,1,0,0,1,0.037916,0,1,0,0,0,0.040046,0,1,0,0,0,0.058327,0,1,0,0,0
256.8,0,0,0,0,0,0,0.2531,0,0,0,1,1,0.023987,0,0,0,1,1,0.017722,0,0,0,1,1,0.39872,0,1,0,1,1,0.04393,0,1,0,1,0,0.066351,0,1,0,1,1,0.23665,0,1,0,0,0,0.030806,0,1,0,0,0,0.04026,0,1,0,0,0,0.097524,0,1,0,0,0
256.9,0,0,0,0,0,0,0.27818,0,0,0,1,1,0.040985,0,0,0,1,1,0.015656,0,0,0,1,1,0.68922,0,1,0,1,1,0.070585,0,1,0,1,0,0.18542,0,1,0,1,1,0.46685,0,1,0,0,1,0.092194,0,1,0,0,0,0.022526,0,1,0,0,0,0.044246,0,1,0,0,0
257,0,0,0,0,0,0,0.2844,0,0,0,1,1,0.064625,0,0,0,1,1,0.016536,0,0,0,1,1,0.552,0,1,0,1,0,0.059136,0,1,0,1,0,0.12588,0,1,0,1,1,0.24007,0,1,0,0,1,0.077955,0,1,0,0,0,0.053198,0,1,0,0,0,0.045662,0,1,0,0,0
257.1,0,0,0,0,0,0,0.23147,0,0,0,1,0,0.07173,0,0,0,1,1,0.034444,0,0,0,1,1,0.98643,0,1,0,1,0,0.12008,0,1,0,1,0,0.10449,0,1,0,1,1,0.12694,0,1,0,0,0,0.053395,0,1,0,0,0,0.028988,0,1,0,0,0,0.065501,0,1,0,0,0
257.2,0,0,0,0,0,0,0.61442,0,0,0,1,0,0.10021,0,0,0,1,1,0.039289,0,0,0,1,1,1.0026,0,1,0,1,0,0.071753,0,1,0,1,0,0.13937,0,1,0,1,1,0.48451,0,1,0,0,0,0.022906,0,1,0,0,0,0.056948,0,1,0,0,0,0.066881,0,1,0,0,0
257.3,0,0,0,0,0,0,0.92979,0,0,0,1,0,0.030348,0,0,0,1,1,0.017663,0,0,0,1,1,0.38737,0,1,0,1,0,0.062637,0,1,0,1,0,0.16339,0,1,0,1,1,0.27541,0,1,0,0,0,0.078916,0,1,0,0,0,0.033179,0,1,0,0,0,0.13286,0,1,0,0,0
